fish,stage,day,plotday,trial,EST,distance,yds,circular_mean_degrees
fish9,Baseline,43,24,6,6,2.942035491,1.737603306,2.179591062
fish9,Rotation,1,25,6,3,7.999219901,7.27318446,19.90691148
fish9,Rotation,2,26,6,1,6.727761782,12.16354028,11.20081624
fish9,Rotation,3,27,6,0,9.609233472,12.38653731,-3.597994436
fish9,Rotation,4,28,6,3,6.311814279,-3.004702951,-11.77493726
fish9,Rotation,5,29,6,3,6.407585933,0.090772999,-4.80781941
fish9,Rotation,6,30,6,1,10.8757485,-110.9272804,-86.2386792
fish9,Rotation,7,31,6,2,11.75025694,3.357186499,4.673882452
fish9,Rotation,8,32,6,1,12.38575132,-76.28130953,-75.05436762
fish9,Rotation,9,33,6,3,6.171144695,5.915979701,11.82220357
fish9,Rotation,10,34,6,4,3.836778322,0.453577266,-5.279882063
fish9,Rotation,11,35,6,2,8.413372501,-0.586243467,-12.5977396
fish9,Rotation,12,36,6,1,4.832724287,-12.45236419,-19.07235327
fish9,Rotation,13,37,6,2,5.052000595,-4.431207901,-11.59494862
fish9,Rotation,14,38,6,2,5.850534687,6.277407201,0.341131444
fish9,Rotation,15,39,6,2,5.873788456,-68.63040396,-67.52997851
fish9,Washout,1,40,6,2,4.681360937,-11.42296185,-11.2223453
fish9,Washout,2,41,6,3,5.39467189,-13.66484782,-33.19312716
fish9,Washout,3,42,6,3,3.495952885,0.040303386,9.581540859
fish9,Washout,4,43,6,3,3.641916842,-0.063259447,6.751249098
fish9,Washout,5,44,6,5,2.376905778,-2.786343479,-6.30873205
fish9,Washout,6,45,6,3,2.683339723,-3.036664849,-24.45924591
fish9,Washout,7,46,6,2,3.435117265,2.044573337,8.015963783
fish9,Washout,8,47,6,3,3.704601244,-6.592745279,-17.90896008
fish9,Washout,9,48,6,4,3.173080904,-3.628200007,-3.169823965
fish9,Washout,10,49,6,3,3.582136331,-6.197523341,-18.85504601
fish9,ReRotation,1,50,6,1,3.721675568,8.213214103,-7.263228058
fish9,ReRotation,2,51,6,3,4.459201048,0.3447054,3.117881224
fish9,ReRotation,3,52,6,1,4.128092742,10.05644507,2.176420642
fish9,ReRotation,4,53,6,5,3.361788441,-0.268739599,-6.324167616
fish9,ReRotation,5,54,6,5,2.742626774,4.503739942,7.073967566
fish9,ReRotation,6,55,6,5,2.59591362,0.191795228,1.994211743
fish9,ReRotation,7,56,6,5,2.544193153,-3.260288657,-4.683404288
fish9,ReRotation,8,57,6,3,3.003444264,-0.689766833,3.695591713
fish9,ReRotation,9,58,6,4,2.759249097,-0.63075993,-3.715967384
fish9,ReRotation,10,59,6,2,4.498085796,5.233641434,0.216073193
fish9,ReRotation,11,60,6,3,2.794874343,-6.438993579,-21.9388376
fish9,ReRotation,12,61,6,6,2.587495321,-5.269182484,-4.460275627
fish9,ReRotation,13,62,6,4,2.492350648,-1.857591668,-3.488415557
fish9,ReRotation,14,63,6,5,2.444256591,-2.754709169,-0.299001634
fish9,ReRotation,15,64,6,5,2.276555568,1.642260182,2.824395725
fish9,ReWashout,1,65,6,4,2.448308164,-6.06388075,-6.426801059
fish9,ReWashout,2,66,6,3,2.597975013,-7.915110492,-6.926719908
fish9,ReWashout,3,67,6,5,2.37430932,-4.782426244,-6.147145252
fish9,ReWashout,4,68,6,4,2.882546248,-4.653421123,-3.808874712
fish9,ReWashout,5,69,6,4,3.124718613,-5.99879861,-6.404298367
fish9,ReWashout,6,70,6,4,2.510608654,-7.514725882,-9.398061243
fish9,ReWashout,7,71,6,4,2.429305683,-6.663847753,-8.564685198
fish9,ReWashout,8,72,6,5,2.333166372,-5.682298237,-6.277937547
fish9,ReWashout,9,73,6,3,2.343714123,-6.524196935,-6.548816285
fish9,ReWashout,10,74,6,4,2.301528362,-7.9425155,-17.76485319
