fish,stage,day,mean_y,median_y,std_y,mean_μ_μ_y,median_μ_μ_y,mean_μ_μ_hdi_3,median_μ_μ_hdi_3,mean_μ_μ_hdi_97,median_μ_μ_hdi_97,mean_σ_μ_y,median_σ_μ_y,mean_σ_μ_hdi_3,median_σ_μ_hdi_3,mean_σ_μ_hdi_97,median_σ_μ_hdi_97,mean_ppc_y,median_ppc_y,mean_ppc_hdi_3,median_ppc_hdi_3,mean_ppc_hdi_97,median_ppc_hdi_97,plotday,μ_hdi_3_gamma_medians,μ_hdi_97_gamma_medians,μ_hdi_3_gamma_means,μ_hdi_97_gamma_means,y_gamma_means,y_gamma_medians
7,Washout,2.0,3.8548874850000003,3.090257825,2.424284885614838,2.6940000000000004,2.694,1.779,1.779,3.596,3.596,3.19,3.19,2.355,2.355,4.125,4.125,4.808333333333334,4.7935,0.148,0.1595,10.486666666666666,10.5215,29,2.88230880868753,5.423719039575272,2.88230880868753,5.423719039575272,4.6405173343774635,3.9854963222496522
7,Washout,3.0,3.9250394366666668,2.527140916,3.8025913996243825,2.754,2.754,1.971,1.971,3.5660000000000003,3.566,3.064,3.064,2.338,2.338,3.876,3.876,4.738333333333333,4.73,0.253,0.23850000000000002,10.348666666666666,10.381499999999999,30,3.0211591921298178,5.244799949553784,3.0211591921298178,5.244799949553784,5.488769947357462,4.389677637721685
7,Washout,4.0,3.0559669461666665,2.298082044,1.3741353812060497,2.808,2.808,2.118,2.118,3.5690000000000004,3.569,2.954,2.954,2.293,2.293,3.6940000000000004,3.694,4.674333333333333,4.672000000000001,0.2755,0.3135,10.059666666666667,10.0115,31,3.1094595330902366,5.134937702897819,3.1094595330902366,5.134937702897819,3.4089184118553346,2.7292092479602
7,Washout,5.0,2.4653006343333335,2.2351074635,0.5918834373658337,2.855,2.855,2.159,2.159,3.5370000000000004,3.537,2.855,2.855,2.244,2.244,3.5559999999999996,3.556,4.6045,4.6045,0.3466666666666667,0.33899999999999997,9.812666666666667,9.750499999999999,32,3.1120466921226293,5.02471981177054,3.1120466921226293,5.0247198117705425,2.5552669991450214,2.333332033484439
7,Washout,6.0,6.9668472249999995,6.807799965999999,4.408794948970205,2.898,2.898,2.258,2.258,3.593,3.593,2.766,2.766,2.167,2.167,3.4150000000000005,3.415,4.579666666666666,4.577,0.39466666666666667,0.337,9.676499999999999,9.66,33,3.1451593306236827,4.984655577101795,3.1451593306236827,4.984655577101796,8.401232113443347,8.263060770761104
7,Washout,7.0,6.8942767300000005,5.538986516,4.498742416802438,2.937,2.937,2.285,2.285,3.642,3.642,2.686,2.686,2.105,2.105,3.3190000000000004,3.319,4.527166666666667,4.535,0.4223333333333333,0.4135,9.435166666666666,9.389,34,3.129946123908342,4.967180544631915,3.129946123908342,4.967180544631916,8.38621607522057,7.2318556540568775
7,Washout,8.0,6.537036021166666,4.28950951,3.908858574716654,2.972,2.972,2.293,2.293,3.687,3.687,2.613,2.613,2.042,2.042,3.256,3.256,4.507833333333333,4.497,0.5488333333333334,0.5215000000000001,9.484333333333334,9.444500000000001,35,3.0990079733829656,4.966780146228701,3.0990079733829656,4.966780146228701,7.763427643448253,5.850159185490485
7,Washout,9.0,3.4154348646666666,2.878985623,1.5406229077465625,3.0050000000000003,3.005,2.28,2.28,3.7320000000000007,3.732,2.547,2.547,1.957,1.957,3.186,3.186,4.4703333333333335,4.464,0.5115,0.5195000000000001,9.143333333333333,9.141,36,3.0381203039518083,4.962774339494021,3.0381203039518083,4.9627743394940245,3.812086440565797,3.3276373982893115
7,Washout,10.0,2.780428167,2.528925184,0.5634946291003755,3.0340000000000003,3.034,2.313,2.313,3.834,3.834,2.487,2.487,1.864,1.864,3.128,3.128,4.4463333333333335,4.446,0.5710000000000001,0.5609999999999999,9.021833333333333,8.9695,37,3.0114828473316173,5.013898594040021,3.0114828473316173,5.013898594040021,2.8537516081327357,2.6089510982067488
7,ReRotation,1.0,9.236789341333333,8.0101989215,3.7862467552095946,5.297,5.297,3.308,3.308,7.741,7.741,4.738,4.738,2.916,2.916,6.797,6.797,8.1265,8.1245,0.6558333333333334,0.6885,16.98783333333333,17.057499999999997,38,4.453090203902785,10.404837610032164,4.453090203902785,10.404837610032164,10.142796528103213,9.019442046003165
7,ReRotation,2.0,7.3285439745000005,5.6204344840000005,5.285687609619287,4.869,4.869,3.4410000000000003,3.441,6.207,6.207,4.044,4.044,2.826,2.826,5.302,5.302,7.156666666666666,7.1434999999999995,0.7058333333333334,0.716,14.518,14.494,39,4.510748462987619,8.255819562722857,4.510748462987619,8.255819562722857,9.189923899232442,7.763489458359097
7,ReRotation,3.0,5.964075201666667,5.6422704955,3.2305858325178334,4.616,4.616,3.503,3.503,5.722,5.722,3.61,3.61,2.528,2.528,4.642,4.642,6.6355,6.6365,0.8541666666666666,0.8999999999999999,13.384666666666668,13.3995,40,4.3935485210900085,7.467690992000164,4.3935485210900085,7.467690992000164,6.912786687558434,6.627286482707484
7,ReRotation,4.0,3.4251643793333333,2.7780793194999998,1.1720598465525078,4.445,4.445,3.438,3.438,5.508,5.508,3.3059999999999996,3.306,2.277,2.277,4.337,4.337,6.2045,6.198,0.9821666666666666,0.9969999999999999,12.522833333333333,12.532,41,4.200074288721279,7.112816909453665,4.200074288721279,7.112816909453665,3.667652881870687,3.0648782184224506
7,ReRotation,5.0,5.734184691666667,5.433305067,2.732396655489576,4.32,4.32,3.331,3.331,5.405,5.405,3.078,3.078,2.055,2.055,4.114,4.114,5.943666666666666,5.943,0.9153333333333333,0.9285000000000001,11.7415,11.7085,42,3.988879115236966,6.898966864352101,3.988879115236966,6.898966864352101,6.466841406456339,6.1950512611242
7,ReRotation,6.0,6.183522169166667,7.377358828,2.3858024316383157,4.226,4.226,3.195,3.195,5.366,5.366,2.9,2.9,1.8389999999999997,1.839,3.939,3.939,5.729333333333333,5.7225,0.9765,0.9455,11.218666666666666,11.191,43,3.7576839955141637,6.767321296824604,3.757683995514163,6.767321296824604,6.727801615694455,7.848154147614841
9,Baseline,1.0,11.562044344833332,12.012637105,7.656795673586115,3.926,3.926,2.9919999999999995,2.992,4.872,4.872,6.041,6.041,4.803,4.803,7.291,7.291,8.336333333333334,8.36,0.152,0.1365,19.232666666666667,19.2405,1,5.393656877921205,8.436773320288703,5.393656877921205,8.436773320288703,14.124485608915233,14.515041082526833
9,Baseline,2.0,15.037024873333332,15.078637045,3.149972848982938,3.861,3.861,2.9730000000000003,2.973,4.737,4.737,5.773,5.773,4.676,4.676,6.922999999999999,6.923,8.028833333333333,8.029,0.2363333333333333,0.2015,18.467833333333335,18.401,2,5.2962439149769045,8.095216970144714,5.296243914976908,8.095216970144715,15.459668740516713,15.500202173956884
9,Baseline,3.0,7.728493718833334,8.1637555055,2.5424185977622322,3.7999999999999994,3.8,2.949,2.949,4.619,4.619,5.52,5.52,4.502,4.502,6.538999999999999,6.539,7.758666666666667,7.759,0.25233333333333335,0.267,17.762833333333333,17.8345,3,5.164544447853382,7.756643095542012,5.164544447853382,7.756643095542014,8.2374643536254,8.649653513794267
9,Baseline,4.0,5.279128151,5.075697185,2.8496504826758153,3.7419999999999995,3.742,2.949,2.949,4.524,4.524,5.282,5.282,4.317,4.317,6.171,6.171,7.417833333333333,7.4315,0.23850000000000002,0.21750000000000003,16.813666666666666,16.823,4,5.044258376528897,7.4466284841078005,5.044258376528897,7.4466284841078005,6.113975304947434,5.933194544462709
9,Baseline,5.0,6.8856583715,5.276225157500001,4.628848855527174,3.687,3.687,2.943,2.943,4.424,4.424,5.058,5.058,4.211,4.211,5.899,5.899,7.236,7.2235,0.26333333333333336,0.254,16.347333333333335,16.3575,5,4.971026436371568,7.194990902893652,4.971026436371568,7.194990902893652,8.449003741737902,7.089549697784471
9,Baseline,6.0,4.504435883833334,2.8993872165,3.8261691763165637,3.6360000000000006,3.636,2.922,2.922,4.331,4.331,4.847,4.847,4.068,4.068,5.625,5.625,7.031833333333334,7.042,0.21050000000000002,0.1855,15.753,15.753499999999999,6,4.862620763268441,6.94778963546525,4.862620763268441,6.94778963546525,5.978670229455861,4.689878680259237
9,Baseline,7.0,6.980273573999999,5.4451334760000005,4.387391006369504,3.587,3.587,2.92,2.92,4.266,4.266,4.648,4.648,3.939,3.939,5.38,5.38,6.765833333333333,6.756,0.3085,0.322,15.290999999999999,15.209499999999998,7,4.778103221600652,6.74120741189541,4.778103221600652,6.74120741189541,8.401587836483225,7.089040004500584
9,Baseline,8.0,5.751030523666667,2.748470235,5.146581613714195,3.5338333333333334,3.541,2.8848333333333334,2.894,4.171666666666666,4.188,4.430499999999999,4.46,3.768333333333333,3.791,5.085666666666667,5.122,6.5365,6.554,0.2568333333333333,0.2975,14.688333333333333,14.742,8,4.663217050239542,6.516707598180996,4.641633860533047,6.480945606299011,7.787440812719631,5.439470255523033
9,Baseline,9.0,5.920247217666667,3.035681184,4.95957506203131,3.491166666666667,3.498,2.8394999999999997,2.839,4.083666666666667,4.09,4.255333333333334,4.283,3.633833333333333,3.655,4.8745,4.904,6.383666666666667,6.359999999999999,0.2416666666666667,0.22,14.168,14.137,9,4.533760500844598,6.302218301007836,4.520657057167133,6.278648804236831,7.81741351104784,5.529097131581152
9,Baseline,10.0,8.217995334500001,9.576072052,4.59560495854257,3.4505,3.457,2.840666666666667,2.842,4.0455,4.052,4.0906666666666665,4.117,3.5063333333333335,3.528,4.699833333333333,4.727,6.154333333333334,6.1585,0.242,0.21800000000000003,13.394333333333334,13.4065,10,4.455328560388192,6.160959062700564,4.440553009099255,6.138786090922933,9.597184318334383,10.81472981762769
9,Baseline,11.0,6.7576833215,5.171867898,4.905729527740915,3.4118333333333335,3.418,2.829166666666667,2.834,4.003,4.013,3.9343333333333335,3.959,3.3770000000000002,3.398,4.539833333333333,4.564,6.0151666666666666,6.0655,0.32783333333333337,0.35750000000000004,13.134166666666667,13.2315,11,4.3668492682102436,6.02805695582652,4.349815997107551,6.00504176132549,8.49177696829176,7.169082999153278
9,Baseline,12.0,9.531025281833333,9.2349731505,6.715051084202629,3.3753333333333333,3.381,2.7975,2.805,3.9415,3.953,3.7876666666666665,3.811,3.246333333333333,3.272,4.392166666666666,4.419,5.825500000000001,5.837,0.3753333333333333,0.3635,12.786666666666667,12.744499999999999,12,4.264759445213003,5.890027849985747,4.242740520300757,5.864186515719137,11.863565667323154,11.610869231177817
9,Baseline,13.0,4.265527219,2.6353541094999997,3.5689546022571874,3.3415,3.347,2.762166666666667,2.76,3.885,3.884,3.6491666666666664,3.671,3.0980000000000003,3.118,4.238,4.258,5.709333333333333,5.6905,0.35883333333333334,0.349,12.391166666666665,12.3555,13,4.132794253944126,5.735058577653263,4.12203502229505,5.723445021817095,5.629860715853178,4.321273343882497
9,Baseline,14.0,6.7415904798333335,6.7362353105,4.8281615376201925,3.3089999999999997,3.314,2.766166666666667,2.773,3.8813333333333335,3.89,3.519166666666667,3.54,2.978666666666667,2.998,4.12,4.138,5.5680000000000005,5.5615000000000006,0.3526666666666667,0.3655,11.971166666666667,11.959499999999998,14,4.068521524302074,5.6655659551932045,4.051102633530426,5.647525256768583,8.434881440937637,8.43031130167517
9,Baseline,15.0,5.9930860865,3.2421874995,4.742109414993078,3.2743333333333333,3.284,2.7296666666666667,2.732,3.8313333333333333,3.838,3.376,3.415,2.842,2.882,3.996,4.03,5.376,5.397,0.42166666666666663,0.3715,11.572666666666665,11.5435,15,3.9640969740571297,5.557356855038476,3.937612374294181,5.531094439608413,7.752507158846363,5.543106433373959
9,Baseline,16.0,4.855532262666666,2.9259843985,3.958224521378694,3.2456666666666667,3.255,2.7103333333333333,2.725,3.8030000000000004,3.818,3.2609999999999997,3.298,2.708,2.762,3.8806666666666665,3.928,5.2908333333333335,5.3309999999999995,0.4961666666666667,0.5035000000000001,11.316166666666668,11.3305,16,3.8848325551645924,5.478638955080466,3.84004570466287,5.4375757432912915,6.347951101211645,4.795055352664708
9,Baseline,17.0,7.948318355666667,8.1517134025,4.278885876470066,3.2183333333333333,3.227,2.67,2.681,3.7620000000000005,3.773,3.1523333333333334,3.187,2.5623333333333336,2.6,3.7563333333333335,3.786,5.123333333333334,5.147,0.4008333333333334,0.4175,10.828666666666665,10.7515,17,3.7507032254355526,5.355552690856088,3.718994723870096,5.32858566282615,9.199549465250325,9.38120314993633
9,Baseline,18.0,5.314660154666666,3.2457682324999997,5.433449177401492,3.193,3.201,2.641666666666667,2.648,3.733333333333334,3.74,3.0500000000000003,3.083,2.454333333333333,2.487,3.673,3.697,5.067666666666667,5.0565,0.3471666666666667,0.33699999999999997,10.612333333333334,10.679,18,3.655699179214666,5.274688838000041,3.6309273753760496,5.254710762891794,7.605239979681123,5.997594797035147
9,Baseline,19.0,3.0209292404999997,2.8034540695,0.7227991695845776,3.169333333333333,3.177,2.6193333333333335,2.629,3.7116666666666664,3.72,2.953,2.984,2.347,2.389,3.595333333333333,3.625,4.895833333333333,4.912,0.5036666666666667,0.5095000000000001,10.285833333333334,10.303,19,3.581512302050228,5.214788374849838,3.5485863654202436,5.190061941010448,3.1304545461462117,2.9205847097277684
9,Baseline,20.0,4.184169992666667,2.950448905,3.0295689767243132,3.1466666666666665,3.154,2.5866666666666664,2.6,3.6833333333333336,3.695,2.862,2.891,2.231,2.263,3.515333333333333,3.536,4.805666666666666,4.802,0.4606666666666667,0.41400000000000003,10.032,10.0465,20,3.4829527398931366,5.140663065410897,3.453087852737,5.118700793313115,5.2534545614883195,4.230139719960357
9,Baseline,21.0,2.9082403791666667,2.8762169195,0.5006680137720273,3.125,3.132,2.561,2.56,3.6636666666666664,3.66,2.7763333333333335,2.804,2.1326666666666667,2.167,3.4523333333333333,3.474,4.767666666666666,4.7745,0.5263333333333333,0.499,9.913833333333333,9.9175,21,3.393448565435943,5.074787190756694,3.374246081585112,5.064741162966629,2.964139873911111,2.9327053715720663
9,Baseline,22.0,3.3620088028333335,3.114552851,1.190856322872248,3.1043333333333334,3.111,2.5576666666666665,2.563,3.667333333333333,3.671,2.6946666666666665,2.721,2.0416666666666665,2.064,3.4013333333333335,3.409,4.655666666666667,4.6485,0.5605,0.5455000000000001,9.602166666666667,9.625499999999999,22,3.3361305738779254,5.0447276447697655,3.318801735979048,5.037136321020443,3.615510429618808,3.3842667125611507
9,Baseline,23.0,2.8471340646666667,2.7149264585,0.32554772130992227,3.0850000000000004,3.091,2.5356666666666667,2.547,3.6523333333333334,3.66,2.6176666666666666,2.642,1.9533333333333334,1.997,3.3553333333333337,3.386,4.573,4.574,0.5146666666666667,0.525,9.430333333333333,9.4035,23,3.2842273880773214,5.021956010986146,3.249775215716156,4.997339580155828,2.871643033897585,2.7405976952755555
9,Baseline,24.0,3.3343973087500003,3.095183693,0.7594860076069061,3.073,3.073,2.513,2.513,3.637,3.637,2.569,2.569,1.866,1.866,3.294,3.294,4.5432500000000005,4.543,0.5835,0.5425,9.324,9.2805,24,3.1812112986359597,4.948180617183201,3.1812112986359597,4.948180617183201,3.4444475373947085,3.2129193490936316
9,Rotation,1.0,9.528022570833334,7.9992199015,3.805098082086473,6.753,6.753,4.302,4.302,9.004,9.004,8.676,8.676,6.458000000000001,6.458,11.289,11.289,12.718833333333334,12.714500000000001,0.4618333333333333,0.4905,28.63416666666667,28.734,25,7.462727349144753,14.186176100243129,7.462727349144757,14.186176100243129,10.420123539492602,9.018212304062926
9,Rotation,2.0,7.587474917833333,7.592311864500001,4.136677107613911,6.531,6.531,4.398,4.398,8.544,8.544,8.322,8.322,6.329,6.329,10.566,10.566,12.200333333333333,12.1935,0.43566666666666665,0.4145,27.4205,27.306,26,7.452033572888994,13.368625403809473,7.452033572888994,13.368625403809473,8.807688905495999,8.811993440402235
9,Rotation,3.0,13.781645456333335,12.050630125,6.55633588631873,6.333000000000001,6.333,4.538,4.538,8.268,8.268,8.003,8.003,6.196000000000001,6.196,9.92,9.92,11.740666666666668,11.729,0.537,0.46950000000000003,26.422666666666668,26.2545,27,7.473468027378952,12.74412526115071,7.473468027378959,12.74412526115071,15.537534066894285,13.98182904731211
9,Rotation,4.0,9.627793262333332,7.279769569499999,6.422112132837999,6.156,6.156,4.476,4.476,7.845,7.845,7.714000000000001,7.714,6.052,6.052,9.388,9.388,11.314833333333333,11.382000000000001,0.35283333333333333,0.3385,25.0705,25.28,28,7.333230256469777,12.076683340768739,7.333230256469777,12.076683340768739,11.78655324454992,9.802675358659503
9,Rotation,5.0,6.9885917945000005,7.986676615,2.830036952290835,5.995,5.995,4.517,4.517,7.63,7.63,7.45,7.45,6.046,6.046,9.053,9.053,11.117166666666668,11.0785,0.42716666666666664,0.39549999999999996,24.74866666666667,24.8455,29,7.360981395392548,11.69674893736827,7.360981395392548,11.69674893736827,7.659377742280216,8.58930472410518
9,Rotation,6.0,20.180775981666667,23.80863975,9.375505960096396,5.849,5.849,4.379,4.379,7.302,7.302,7.21,7.21,5.908,5.908,8.643,8.643,10.653333333333334,10.7125,0.4808333333333333,0.46699999999999997,23.807833333333335,23.6615,30,7.166063454437837,11.180816631564962,7.166063454437837,11.180816631564962,22.6482159497329,25.982461576558403
9,Rotation,7.0,14.133132448166668,11.750256945,5.865484864342028,5.716,5.716,4.342,4.342,7.14,7.14,6.989999999999999,6.99,5.736,5.736,8.327,8.327,10.424999999999999,10.4,0.41416666666666674,0.4665,22.998833333333334,23.038,31,7.027262347670191,10.854667009183748,7.027262347670191,10.854667009183748,15.550262074479152,13.376808080754405
9,Rotation,8.0,18.87663633716667,21.254400935,8.349696461549295,5.595,5.595,4.318,4.318,7.025000000000001,7.025,6.788,6.788,5.594,5.594,8.102,8.102,10.1185,10.1135,0.4931666666666667,0.5265,22.364,22.448,32,6.91792374395469,10.62284124117304,6.91792374395469,10.62284124117304,20.99490549389536,23.186714282583868
9,Rotation,9.0,8.671214602333333,6.9191467515,6.006687833689409,5.485,5.485,4.207,4.207,6.858999999999999,6.859,6.602999999999999,6.603,5.421,5.421,7.8790000000000004,7.879,9.8515,9.859,0.43166666666666664,0.4465,21.807833333333335,21.7135,33,6.7214600618223495,10.352064028955027,6.7214600618223495,10.352064028955027,10.73685687315804,9.259661891986514
9,Rotation,10.0,4.571202707333334,3.8367783214999998,2.2690384152906393,5.384,5.384,4.067,4.067,6.684,6.684,6.4319999999999995,6.432,5.271,5.271,7.698,7.698,9.736833333333333,9.743500000000001,0.4275,0.4065,21.358166666666666,21.317500000000003,34,6.517179931123172,10.100482182779457,6.517179931123172,10.100482182779457,5.197893313901169,4.543568024466664
9,Rotation,11.0,9.410665838833333,8.4133725015,5.2286075813023025,5.291,5.291,3.9309999999999996,3.931,6.527,6.527,6.275000000000001,6.275,5.058,5.058,7.506,7.506,9.458166666666665,9.461,0.46849999999999997,0.443,20.890333333333334,20.8915,35,6.275808425341104,9.85622925308616,6.275808425341104,9.85622925308616,10.972967161434989,10.095073191347794
9,Rotation,12.0,5.975009148666667,5.1806662045,3.830312416612025,5.206,5.206,3.9440000000000004,3.944,6.529,6.529,6.131,6.131,4.948,4.948,7.4430000000000005,7.443,9.297333333333333,9.322500000000002,0.36883333333333335,0.371,20.595333333333333,20.636,36,6.2159094286391285,9.818388798961024,6.2159094286391285,9.818388798961026,7.2313339612239975,6.548927566993516
9,Rotation,13.0,5.916905004,5.331012351,3.7738347224495725,5.128,5.128,3.844,3.844,6.452000000000001,6.452,5.997,5.997,4.766,4.766,7.343,7.343,9.070833333333333,9.0655,0.48616666666666664,0.526,19.904333333333334,19.891,37,6.022420306961424,9.694955378261689,6.022420306961424,9.694955378261689,7.150772675075217,6.645563586238883
9,Rotation,14.0,8.6419297205,7.775811089,6.660474466860428,5.056,5.056,3.637,3.637,6.285,6.285,5.873,5.873,4.564,4.564,7.208000000000001,7.208,8.955333333333334,8.951,0.45366666666666666,0.4625,19.738166666666668,19.858,38,5.732795773131825,9.47845753099518,5.732795773131825,9.47845753099518,11.077551743692606,10.353259677309074
9,Rotation,15.0,8.99501282,8.7033207115,6.780361545458219,4.989,4.989,3.573,3.573,6.25,6.25,5.758,5.758,4.361,4.361,7.082,7.082,8.769499999999999,8.764,0.3323333333333333,0.3205,19.230666666666668,19.235,39,5.5541466492946725,9.37198976877321,5.5541466492946725,9.37198976877321,11.443840206365895,11.197600974753456
9,Washout,1.0,5.018272650833333,5.264924506,2.1287601732012815,3.243,3.243,1.46,1.46,4.923,4.923,4.802,4.802,3.257,3.257,6.727999999999999,6.728,6.790500000000001,6.7785,0.0805,0.062,15.665833333333333,15.6105,40,3.239184709062598,8.111584987544445,3.239184709062598,8.11158498754444,5.541363834393885,5.768883559479153
9,Washout,2.0,9.222700167166666,6.5081964445,7.780989785673559,3.2099999999999995,3.21,1.822,1.822,4.488,4.488,4.398,4.398,3.1519999999999997,3.152,5.72,5.72,6.317,6.313000000000001,0.07216666666666667,0.0675,14.194833333333333,14.211,41,3.4339073348344105,7.130207246933408,3.433907334834412,7.130207246933408,12.2101664825478,10.01420534676982
9,Washout,3.0,4.168407366666667,3.495952885,2.5367909125250963,3.19,3.19,2.075,2.075,4.246,4.246,4.081,4.081,3.1010000000000004,3.101,5.153,5.153,6.0315,6.019,0.248,0.2145,13.4895,13.4925,42,3.590478368977842,6.581706827389079,3.5904783689778412,6.581706827389079,4.973445707921667,4.392443315613125
9,Washout,4.0,6.202541722833334,3.641916842,4.655657572840457,3.177,3.177,2.247,2.247,4.117,4.117,3.823,3.823,2.954,2.954,4.743,4.743,5.752,5.7490000000000006,0.29483333333333334,0.362,12.735999999999999,12.673,43,3.6274191740919823,6.222271804131259,3.6274191740919823,6.222271804131259,7.879982134107833,5.794927489203477
9,Washout,5.0,3.7533908691666666,2.3769057780000002,3.3579277718430904,3.169,3.169,2.331,2.331,4.031,4.031,3.609,3.609,2.794,2.794,4.444,4.444,5.493833333333334,5.4805,0.20733333333333334,0.17049999999999998,11.958833333333333,11.9405,44,3.5912217772134416,5.967548268351899,3.5912217772134416,5.967548268351899,5.0818706087155645,3.9869963528955816
9,Washout,6.0,4.255441212666667,2.6833397235,3.008808247545042,3.164,3.164,2.341,2.341,3.942,3.942,3.4279999999999995,3.428,2.701,2.701,4.258,4.258,5.385666666666666,5.38,0.34800000000000003,0.3315,11.661166666666666,11.6575,45,3.5406295755729413,5.7812833724585575,3.5406295755729413,5.7812833724585575,5.302766160874862,4.0039133054841205
9,Washout,7.0,5.9863419848333335,3.435117265,4.613478421917649,3.16,3.16,2.367,2.367,3.948,3.948,3.273,3.273,2.597,2.597,4.154,4.154,5.2565,5.226,0.3481666666666667,0.34450000000000003,11.324333333333334,11.275500000000001,46,3.4963668415837863,5.7218666654652095,3.4963668415837863,5.7218666654652095,7.673353137449545,5.607917317248694
9,Washout,8.0,5.283043085,3.7046012445,3.895564323816066,3.158,3.158,2.357,2.357,3.967,3.967,3.14,3.14,2.422,2.422,4.003,4.003,5.110666666666667,5.1045,0.3578333333333334,0.3305,10.825166666666666,10.8295,47,3.3803950970327046,5.644549667023596,3.3803950970327046,5.644549667023596,6.672485303124311,5.367668002494489
9,Washout,9.0,3.6085490228333335,3.173080904,1.4224269820158353,3.157,3.157,2.354,2.354,4.015,4.015,3.023,3.023,2.243,2.243,3.86,3.86,5.0184999999999995,5.0065,0.41533333333333333,0.4415,10.547166666666667,10.578,48,3.269146678665924,5.596589406605064,3.269146678665924,5.596589406605064,3.9386184503655426,3.5375954218437706
9,Washout,10.0,5.5306154355,3.582136331,4.206816277295863,3.157,3.157,2.303,2.303,4.041,4.041,2.921,2.921,2.151,2.151,3.808,3.808,4.905166666666667,4.911,0.49833333333333335,0.501,10.346,10.3345,49,3.1722200255638655,5.5864355357448146,3.1722200255638655,5.5864355357448146,7.0577190318933525,5.464101305987975
9,ReRotation,1.0,5.9438843185,3.721675568,3.9085775944903527,4.018,4.018,2.459,2.459,5.694,5.694,4.117,4.117,2.625,2.625,5.858,5.858,6.663,6.6615,0.3553333333333333,0.3405,14.279499999999999,14.273,50,3.5870941045377065,8.170574899125176,3.5870941045377065,8.170574899125176,7.246281422555168,5.389365124775734
9,ReRotation,2.0,6.912020363833332,4.931205328000001,4.445989904152886,3.746,3.746,2.535,2.535,4.939,4.939,3.6169999999999995,3.617,2.502,2.502,4.757,4.757,5.966333333333334,5.966,0.40066666666666667,0.3545,12.718666666666666,12.7395,51,3.572881457119461,6.889809900640725,3.572881457119461,6.889809900640725,8.373365866422148,6.6969658298961
9,ReRotation,3.0,6.705079408666666,5.134228147,4.962169168432853,3.536,3.536,2.608,2.608,4.483,4.483,3.231,3.231,2.409,2.409,4.134,4.134,5.459666666666667,5.470000000000001,0.5236666666666667,0.5165,11.269666666666666,11.314,52,3.5762389957270133,6.143200895563085,3.5762389957270133,6.143200895563085,8.478639058927083,7.172506962659609
9,ReRotation,4.0,4.216531647166667,3.361788441,2.3544841570314006,3.3699999999999997,3.37,2.649,2.649,4.159,4.159,2.9249999999999994,2.925,2.253,2.253,3.698,3.698,5.084166666666667,5.09,0.6036666666666667,0.604,10.608166666666667,10.606,53,3.517664134891024,5.6175193901988525,3.517664134891024,5.6175193901988525,4.922437493307209,4.176772288096753
9,ReRotation,5.0,3.594138580833333,2.7426267735,1.5597102079629457,3.235,3.235,2.615,2.615,3.876,3.876,2.676,2.676,2.096,2.096,3.3160000000000003,3.316,4.7275,4.7325,0.586,0.5855,9.619166666666667,9.5905,54,3.3981262757695427,5.15840827316765,3.3981262757695427,5.158408273167655,3.9841314016502154,3.2160336478399754
9,ReRotation,6.0,3.065062377166667,2.5959136195,1.123820514679521,3.1229999999999998,3.123,2.57,2.57,3.66,3.66,2.47,2.47,1.9750000000000003,1.975,3.023,3.023,4.504833333333333,4.5065,0.6601666666666667,0.653,9.131833333333333,9.1615,55,3.2910587746665385,4.807779774545394,3.291058774666539,4.807779774545394,3.311136020758325,2.8764020084070605
9,ReRotation,7.0,2.552487928166667,2.5441931525,0.26216950453563764,3.03,3.03,2.574,2.574,3.533,3.533,2.298,2.298,1.838,1.838,2.7419999999999995,2.742,4.260833333333333,4.2605,0.6285000000000001,0.657,8.464333333333334,8.466999999999999,56,3.217496775809452,4.539587878571457,3.217496775809452,4.539587878571457,2.5702597535930516,2.562021763399966
9,ReRotation,8.0,5.181301954499999,3.0034442644999997,3.837368112636897,2.952,2.952,2.527,2.527,3.395,3.395,2.152,2.152,1.758,1.758,2.566,2.566,4.080333333333333,4.0785,0.6749999999999999,0.7115,8.095666666666666,8.088000000000001,57,3.1331011141777605,4.323151793832089,3.1331011141777605,4.323151793832089,6.553429018976623,4.777670847338144
9,ReRotation,9.0,4.240248883833334,2.7592490965,2.9241015744524943,2.8860000000000006,2.886,2.482,2.482,3.304,3.304,2.028,2.028,1.673,1.673,2.429,2.429,3.9523333333333333,3.9465,0.7000000000000001,0.721,7.721,7.698,58,3.047960067255626,4.168875271336099,3.047960067255626,4.168875271336099,5.243122609269877,4.011868403176673
9,ReRotation,10.0,5.514396580833334,4.9068692485,2.6648313850073784,2.829,2.829,2.426,2.426,3.244,3.244,1.921,1.921,1.562,1.562,2.308,2.308,3.817,3.8195,0.6890000000000001,0.678,7.3694999999999995,7.3715,59,2.9397261139928785,4.0503263340334605,2.9397261139928785,4.0503263340334605,6.236292055744376,5.690833768702524
9,ReRotation,11.0,5.108715341333333,2.7948743425,4.078161438187269,2.78,2.78,2.35,2.35,3.188,3.188,1.83,1.83,1.4270000000000003,1.427,2.21,2.21,3.6756666666666664,3.678,0.702,0.711,7.106833333333333,7.141,60,2.8022074835758577,3.948330309541697,2.802207483575858,3.948330309541697,6.629079831656163,4.772056363535391
