fish,stage,day,mean_y,median_y,std_y,mean_μ_μ_y,median_μ_μ_y,mean_μ_μ_hdi_3,median_μ_μ_hdi_3,mean_μ_μ_hdi_97,median_μ_μ_hdi_97,mean_σ_μ_y,median_σ_μ_y,mean_σ_μ_hdi_3,median_σ_μ_hdi_3,mean_σ_μ_hdi_97,median_σ_μ_hdi_97,mean_ppc_y,median_ppc_y,mean_ppc_hdi_3,median_ppc_hdi_3,mean_ppc_hdi_97,median_ppc_hdi_97,plotday,μ_hdi_3_gamma_medians,μ_hdi_97_gamma_medians,μ_hdi_3_gamma_means,μ_hdi_97_gamma_means,y_gamma_means,y_gamma_medians
3,Baseline,11.0,11.9870830605,10.227368778999999,7.827225102661108,4.82,4.82,4.182,4.182,5.456,5.456,4.047,4.047,3.491,3.491,4.612,4.612,7.129166666666666,7.1275,0.8795000000000001,0.9165,14.486666666666666,14.598500000000001,11,5.514915712349241,7.228534009624905,5.514915712349241,7.228534009624905,14.583942018305583,13.078474082462503
3,Baseline,12.0,5.647998783999999,4.357855699,3.5183198044930126,4.69,4.69,4.124,4.124,5.316,5.316,3.8669999999999995,3.867,3.3669999999999995,3.367,4.415,4.415,6.908,6.9030000000000005,0.9206666666666666,0.8805000000000001,14.076333333333332,13.9805,12,5.3945348174572585,6.99717956810542,5.3945348174572585,6.99717956810542,6.781312243949995,5.677545445768951
3,Baseline,13.0,8.525026198333334,7.0094395275,5.510232930236732,4.568,4.568,3.997,3.997,5.125,5.125,3.699,3.699,3.244,3.244,4.24,4.24,6.6513333333333335,6.6525,0.8911666666666668,0.9055,13.51,13.46,13,5.2172383805442015,6.736256924413961,5.2172383805442015,6.736256924413961,10.341668219452632,9.046564199484864
3,Baseline,14.0,11.6297109635,12.54189227,6.000566487845265,4.454,4.454,3.916,3.916,4.997,4.997,3.5430000000000006,3.543,3.1010000000000004,3.101,4.077,4.077,6.414666666666666,6.3875,0.8728333333333333,0.8255,12.917333333333334,12.8345,14,5.067024166187125,6.534898198894987,5.067024166187125,6.534898198894987,13.333267072265013,14.15563117640992
3,Baseline,15.0,5.335276106166667,4.2158809045000005,3.267893585365706,4.348,4.348,3.84,3.84,4.886,4.886,3.397,3.397,2.908,2.908,3.8770000000000002,3.877,6.233,6.2485,0.8941666666666667,0.859,12.528666666666666,12.538499999999999,15,4.893011188811941,6.326654990795232,4.893011188811941,6.326654990795233,6.37663131066022,5.4146926910985815
3,Baseline,16.0,6.1196806225,4.818551482,2.4525804160898166,4.249,4.249,3.75,3.75,4.769,4.769,3.2610000000000006,3.261,2.782,2.782,3.756,3.756,6.022166666666667,6.0135000000000005,0.9620000000000001,0.9195,11.996,11.959,16,4.745715224602954,6.159010025996912,4.745715224602954,6.159010025996912,6.696283297610266,5.508166481793918
3,Baseline,17.0,4.9977563651666665,4.504619031,2.2639148676510543,4.156,4.156,3.6749999999999994,3.675,4.684,4.684,3.134,3.134,2.63,2.63,3.6199999999999997,3.62,5.844,5.848000000000001,0.9205,0.928,11.521833333333333,11.5195,17,4.596973019659974,6.009799995908337,4.596973019659975,6.0097999959083355,5.582475187291725,5.135472668644605
3,Baseline,18.0,5.809354329166666,4.2320867865,3.95323928253374,4.055499999999999,4.069,3.5606666666666666,3.571,4.564,4.574,2.9966666666666666,3.015,2.480333333333333,2.502,3.5015,3.518,5.6605,5.6745,0.8476666666666667,0.826,11.119666666666667,11.1305,18,4.437248222491326,5.8589995355427025,4.416466129406936,5.841184112393747,7.154409817815377,5.829685264255194
3,Baseline,19.0,7.937086299000001,7.362320637,3.01240979588736,3.9755000000000003,3.988,3.4945,3.509,4.501333333333334,4.514,2.8876666666666666,2.905,2.353833333333333,2.372,3.408,3.419,5.510000000000001,5.532500000000001,0.8535,0.846,10.894166666666665,10.928,19,4.3128110098046015,5.752167792199151,4.2904421548463425,5.735231304113881,8.61532941692866,8.082136995921621
3,Baseline,20.0,3.2155679885,3.103929092,0.6060856604694476,3.9011666666666667,3.913,3.4131666666666667,3.422,4.431,4.438,2.785,2.801,2.2445,2.263,3.3415,3.353,5.355,5.3465,0.9305,0.9265,10.619833333333334,10.6345,20,4.178691148913994,5.650550472961288,4.161082525701918,5.638127621840903,3.28927098741437,3.180109330444841
3,Baseline,21.0,4.207043212333333,2.995980781,2.8793161722498346,3.831,3.842,3.3520000000000003,3.369,4.381166666666666,4.396,2.69,2.705,2.133166666666667,2.152,3.271333333333333,3.284,5.230666666666667,5.247,0.9039999999999999,0.878,10.22,10.211,21,4.073266848651288,5.576045408132055,4.048471608893303,5.556337294803326,5.1900868635719535,4.175551571607697
3,Baseline,22.0,5.029958167166666,4.538354403,2.8401322007836196,3.7656666666666663,3.776,3.2560000000000002,3.267,4.2995,4.307,2.6008333333333336,2.615,2.0225000000000004,2.039,3.1993333333333336,3.208,5.110833333333333,5.109999999999999,0.8718333333333333,0.8534999999999999,9.930333333333333,9.949,22,3.924593884079367,5.457798897187466,3.9063038188935577,5.446561871720709,5.88788025537059,5.455890051760089
3,Baseline,23.0,4.4226709745,3.730290012,2.2496608070831874,3.704333333333333,3.714,3.186666666666667,3.201,4.252666666666666,4.262,2.516833333333333,2.53,1.923,1.94,3.1465,3.156,4.984166666666667,4.9955,0.9241666666666667,0.9390000000000001,9.675166666666668,9.728,23,3.8150066413856916,5.390385070941975,3.793596902084987,5.3771270262799815,5.054945885831485,4.440035752910483
3,Baseline,24.0,3.413001737666667,2.5834591345,1.633945788907243,3.6468333333333334,3.656,3.108166666666667,3.115,4.2026666666666666,4.206,2.4388333333333336,2.451,1.8153333333333332,1.838,3.083,3.099,4.900666666666667,4.903,0.8896666666666667,0.88,9.502,9.405,24,3.6866713225410797,5.310842829132807,3.669007391757038,5.299045434240966,3.8526214990294125,3.114866358664221
3,Baseline,25.0,3.421058849833333,3.0278405499999996,1.0228782045462157,3.5843333333333334,3.601,3.0533333333333332,3.074,4.173666666666667,4.186,2.355,2.378,1.6803333333333335,1.702,2.9949999999999997,3.003,4.7716666666666665,4.765499999999999,0.915,0.897,9.220333333333334,9.3035,25,3.5813570976434987,5.240228351058903,3.552169065432091,5.225260030331526,3.6098338632665716,3.237215896894834
3,Baseline,26.0,3.4295017645000003,3.037469306,0.9528439075345863,3.551,3.551,3.012,3.012,4.149,4.149,2.309,2.309,1.637,1.637,2.979,2.979,4.718,4.716,1.0035,1.0230000000000001,9.15225,9.1345,26,3.4938375744129964,5.195323527719838,3.4938375744129964,5.195323527719838,3.5944728403038977,3.2207037158353833
3,Rotation,1.0,15.988713807333333,15.3351848,6.004237527334447,9.232,9.232,5.422999999999999,5.423,12.963,12.963,6.8,6.8,4.087,4.087,10.221,10.221,12.975,12.989999999999998,1.6844999999999999,1.5785,26.324333333333332,26.170499999999997,27,6.898915268758357,16.747894094078465,6.8989152687583575,16.747894094078465,17.329084279965397,16.72102364798687
3,Rotation,2.0,9.560400218,9.47443837,3.3429933389911297,6.91,6.91,4.865,4.865,8.652,8.652,5.004,5.004,3.552,3.552,6.549,6.549,9.589166666666666,9.5785,1.4411666666666667,1.413,19.08066666666667,19.09,28,6.124725508130954,11.02281924842684,6.124725508130954,11.02281924842684,10.264521574915513,10.183816174272037
3,Rotation,3.0,7.732766045833333,8.031798624,2.765045669046485,5.8790000000000004,5.879,4.649,4.649,7.224999999999999,7.225,4.24,4.24,3.131,3.131,5.419999999999999,5.42,8.1225,8.125,1.2751666666666666,1.2915,16.018,16.036,29,5.707639605181054,9.177198451312256,5.707639605181054,9.177198451312256,8.325952592423183,8.606732379438139
3,Rotation,4.0,5.408552487333334,4.1831151485,3.4027985040063635,5.358,5.358,4.387,4.387,6.389,6.389,3.858,3.858,2.952,2.952,4.842,4.842,7.387333333333333,7.3875,1.192,1.1995,14.606499999999999,14.555499999999999,30,5.384594394511678,8.143075069090248,5.384594394511678,8.143075069090248,6.511580152574721,5.464650060776536
3,Rotation,5.0,4.442819166166667,3.8780571045,1.1615164720323223,5.072,5.072,4.239,4.239,5.933,5.933,3.647,3.647,2.863,2.863,4.538,4.538,7.003166666666666,6.9905,1.0933333333333335,1.0875,13.820666666666668,13.872499999999999,31,5.208693695581853,7.585449526545582,5.208693695581853,7.585449526545582,4.633391853723434,4.0927366513541905
3,Rotation,6.0,11.265650901833334,11.725768985,5.184822693961889,4.905,4.905,4.121,4.121,5.656,5.656,3.522,3.522,2.818,2.818,4.326,4.326,6.7745,6.776,1.0816666666666668,1.0955,13.340333333333334,13.348,32,5.082611751547649,7.231226279967943,5.082611751547649,7.231226279967943,12.62071796241316,13.040776722295925
3,Rotation,7.0,5.262518522666666,5.312337519,2.0462249875747966,4.801,4.801,4.046,4.046,5.506,5.506,3.442,3.442,2.812,2.812,4.208,4.208,6.6145,6.619999999999999,1.1081666666666667,1.1195,12.906666666666666,12.949,33,5.014923118038834,7.037593577767943,5.014923118038834,7.037593577767943,5.732215705744761,5.778521942681712
3,Rotation,8.0,4.068304974,4.2791535675,0.8891729521236962,4.734,4.734,3.994,3.994,5.449000000000001,5.449,3.39,3.39,2.7479999999999998,2.748,4.067,4.067,6.483999999999999,6.484,1.085,1.0845,12.758833333333333,12.7845,34,4.93518917433254,6.9096610080794125,4.935189174332539,6.909661008079412,4.192366992103923,4.397566940199065
3,Rotation,9.0,4.737929270666666,4.254718918,2.3582809254180903,4.688,4.688,3.953,3.953,5.431,5.431,3.353,3.353,2.763,2.763,4.03,4.03,6.457666666666667,6.4670000000000005,0.9906666666666667,0.968,12.665833333333333,12.7015,35,4.908252295895647,6.873579394451986,4.908252295895647,6.873579394451986,5.390555240345336,4.9582254467749465
3,Rotation,10.0,7.696550320166668,7.176110411,3.7229458820214973,4.657,4.657,3.895,3.895,5.397000000000001,5.397,3.327,3.327,2.722,2.722,3.954,3.954,6.391166666666667,6.38,1.1815,1.1775,12.683166666666667,12.6645,36,4.8359830907649854,6.802074956570892,4.8359830907649854,6.802074956570887,8.70579317045574,8.237123368965664
3,Rotation,11.0,7.062616566,6.8253889505,2.7054733395859314,4.634,4.634,3.869,3.869,5.396,5.396,3.308,3.308,2.727,2.727,3.9470000000000005,3.947,6.3694999999999995,6.351,1.0673333333333332,1.0785,12.5525,12.5785,37,4.816478063379895,6.797308146101378,4.816478063379895,6.79730814610138,7.6762913366009995,7.455954921237377
3,Rotation,12.0,5.707170049166667,4.905260175,3.0004981677543596,4.617,4.617,3.882,3.882,5.4319999999999995,5.432,3.2930000000000006,3.293,2.718,2.718,3.9410000000000003,3.941,6.3385,6.3345,0.9586666666666667,0.967,12.328000000000001,12.305,38,4.822643073578413,6.824597207850633,4.822643073578413,6.824597207850631,6.5702870272273195,5.860586981609626
3,Rotation,13.0,7.070683179666666,5.985018837,4.438289993604351,4.604,4.604,3.828,3.828,5.396,5.396,3.281,3.281,2.657,2.657,3.885,3.885,6.342,6.3705,0.9833333333333333,0.905,12.388666666666666,12.3825,39,4.742800763256537,6.762722018188378,4.742800763256537,6.762722018188378,8.507272698424137,7.573176128053806
3,Rotation,14.0,4.896620475833333,4.406911921000001,2.8673113255286893,4.594,4.594,3.824,3.824,5.418,5.418,3.2709999999999995,3.271,2.665,2.665,3.9,3.9,6.324333333333333,6.321,1.1253333333333335,1.134,12.422833333333335,12.4835,40,4.7437679866620925,6.789827240130517,4.7437679866620925,6.789827240130517,5.7839818483048635,5.356103100917809
3,Rotation,15.0,8.513626349166666,6.094292482,5.472832634029967,4.586,4.586,3.81,3.81,5.418,5.418,3.264,3.264,2.649,2.649,3.8989999999999996,3.899,6.3205,6.3335,1.0896666666666668,1.1360000000000001,12.445500000000001,12.429,41,4.7229680834791035,6.789270970119456,4.7229680834791035,6.7892709701194605,10.311796115453568,8.263572282494065
3,Washout,1.0,11.921579245666669,12.68381768,4.683500709292333,5.232,5.232,3.0400000000000005,3.04,7.4319999999999995,7.432,6.134,6.134,4.319,4.319,8.335,8.335,9.281333333333334,9.277999999999999,0.4526666666666667,0.381,20.564166666666665,20.5205,42,5.114960864280048,11.090539643633369,5.114960864280047,11.090539643633365,13.005479522048635,13.715207045460298
3,Washout,2.0,7.260810846000001,5.3302155485,5.642119518450608,4.976,4.976,3.326,3.326,6.599999999999999,6.6,5.674,5.674,4.171,4.171,7.284,7.284,8.729333333333335,8.7035,0.42850000000000005,0.482,19.036833333333334,18.948,43,5.240848685801537,9.775573377867982,5.240848685801537,9.775573377867982,9.333439019106988,7.74593904788417
3,Washout,3.0,4.347368954666667,4.119754328,1.8069002810841281,4.797,4.797,3.353,3.353,6.13,6.13,5.321,5.321,4.11,4.11,6.716,6.716,8.237499999999999,8.236,0.5928333333333333,0.5740000000000001,18.026833333333332,17.971,44,5.223246402750362,9.048817488763689,5.223246402750362,9.048817488763689,4.784425888341305,4.575219483073089
3,Washout,4.0,5.680665729,5.4460219940000005,2.7522395183164607,4.658,4.658,3.433,3.433,5.948,5.948,5.03,5.03,3.91,3.91,6.227999999999999,6.228,7.942666666666667,7.9175,0.4908333333333334,0.5125,17.2255,17.099,45,5.160343223850217,8.601796544790474,5.160343223850217,8.601796544790474,6.427631855469533,6.215981718213364
3,Washout,5.0,9.939841772166666,8.002496773,5.526764376271841,4.543,4.543,3.3540000000000005,3.354,5.6930000000000005,5.693,4.783,4.783,3.7520000000000002,3.752,5.894000000000001,5.894,7.573666666666667,7.576499999999999,0.42250000000000004,0.40549999999999997,16.213833333333334,16.258,46,4.999137331933837,8.1918537281291,4.999137331933838,8.191853728129098,11.59207177125164,9.899681782979567
3,Washout,6.0,5.89861521,4.4900160535,4.178674233065663,4.447,4.447,3.317,3.317,5.566,5.566,4.57,4.57,3.639,3.639,5.678999999999999,5.679,7.300666666666667,7.295,0.4383333333333333,0.44799999999999995,15.503333333333332,15.59,47,4.899447338105248,7.95792371068024,4.899447338105248,7.957923710680236,7.3548064943346105,6.175687944487359
3,Washout,7.0,12.947160468833333,10.0623881425,9.483622893331955,4.364,4.364,3.294,3.294,5.516000000000001,5.516,4.385,4.385,3.369,3.369,5.386,5.386,7.109000000000001,7.1375,0.4861666666666667,0.4975,15.262166666666667,15.192,48,4.714531918479885,7.739050012512978,4.714531918479885,7.739050012512977,16.316839431545116,13.911491465820955
3,Washout,8.0,4.874586512333333,5.2659530955000005,1.9137657702310744,4.292,4.292,3.219,3.219,5.428,5.428,4.221,4.221,3.1839999999999997,3.184,5.257,5.257,6.899166666666667,6.896,0.5585,0.5465,14.664,14.6755,49,4.541120940354334,7.589500877010265,4.541120940354334,7.589500877010265,5.317257474683447,5.681987976041714
3,Washout,9.0,5.871193129333332,5.839422468,2.4832161117673577,4.23,4.23,3.081,3.081,5.309,5.309,4.077,4.077,3.0589999999999997,3.059,5.2,5.2,6.682833333333334,6.681,0.5306666666666667,0.5245,14.222333333333333,14.2855,50,4.3534339960124475,7.458399968142775,4.353433996012447,7.458399968142775,6.479995977960365,6.450771831171529
3,Washout,10.0,4.747963936666667,3.0069503795,3.511706703980066,4.175,4.175,3.051,3.051,5.312,5.312,3.949,3.949,2.833,2.833,5.062,5.062,6.583166666666667,6.57,0.5645,0.6285000000000001,13.937833333333332,13.9275,51,4.192567509167172,7.377395686389683,4.192567509167172,7.377395686389683,6.002680965614555,4.5744029036208
3,ReRotation,1.0,4.1161869785,2.9252069255,2.7110764060011694,4.549,4.549,3.16,3.16,5.839000000000001,5.839,4.174,4.174,2.924,2.924,5.607,5.607,7.047999999999999,7.0649999999999995,0.46799999999999997,0.4565,14.7275,14.677,52,4.336236583207755,8.13512371755902,4.336236583207755,8.13512371755902,5.020452748888264,4.01664192908474
3,ReRotation,2.0,6.0982844585,5.6893190664999995,2.264082245583435,4.542,4.542,3.4249999999999994,3.425,5.697,5.697,3.975,3.975,2.8729999999999998,2.873,5.131,5.131,6.848166666666667,6.8565000000000005,0.6868333333333334,0.717,14.224166666666667,14.312,53,4.524754120203657,7.73374509239759,4.524754120203657,7.73374509239759,6.599076255052106,6.218657843384857
3,ReRotation,3.0,7.705220056833333,8.6596271435,4.372440609825308,4.534,4.534,3.535,3.535,5.556,5.556,3.811,3.811,2.83,2.83,4.842,4.842,6.7285,6.726,0.8111666666666667,0.7755000000000001,13.6855,13.7515,54,4.591681563607635,7.446422646265422,4.591681563607635,7.446422646265422,9.03043410073198,9.882084681592668
3,ReRotation,4.0,5.703291587166667,5.45554559,2.3006394043910188,4.526,4.526,3.5660000000000003,3.566,5.474,5.474,3.67,3.67,2.767,2.767,4.627,4.627,6.629166666666666,6.661,0.7948333333333334,0.7865,13.433666666666667,13.4155,55,4.581641194320306,7.252255802995695,4.581641194320304,7.252255802995695,6.2469470640012785,6.018309289225734
3,ReRotation,5.0,6.784020447166665,5.8026878365,2.7361156055686107,4.517,4.517,3.57,3.57,5.45,5.45,3.546,3.546,2.7389999999999994,2.739,4.498,4.498,6.498833333333334,6.4945,0.8636666666666667,0.8340000000000001,13.107166666666666,13.131499999999999,56,4.569079274270043,7.157115177631266,4.56907927427004,7.157115177631266,7.430493278490973,6.530706150212756
3,ReRotation,6.0,5.8262064895,5.2247802545,3.8455286073280397,4.51,4.51,3.599,3.599,5.462,5.462,3.435,3.435,2.634,2.634,4.345,4.345,6.349,6.348,0.9708333333333333,0.986,12.647166666666665,12.688500000000001,57,4.534447989921719,7.078777969628797,4.534447989921719,7.078777969628797,7.1105404683441105,6.594932984140282
3,ReRotation,7.0,6.647494181,6.6166171275,3.93351256219533,4.502,4.502,3.593,3.593,5.525000000000001,5.525,3.3349999999999995,3.335,2.512,2.512,4.211,4.211,6.359333333333333,6.3575,0.9005,0.9485,12.584666666666665,12.545,58,4.46160243555012,7.055344724001443,4.46160243555012,7.055344724001443,7.873213355277363,7.84607442311016
3,ReRotation,8.0,6.9311043481666665,5.909985451,4.183429835238778,4.495,4.495,3.484,3.484,5.516000000000001,5.516,3.246,3.246,2.42,2.42,4.129,4.129,6.183,6.213,0.9941666666666666,1.0205,12.152499999999998,12.1355,59,4.31756473493886,7.0013772331806,4.31756473493886,7.001377233180604,8.251635299157378,7.367158718272607
7,Baseline,1.0,10.041553959666667,8.33972872,8.239973204112928,3.733,3.733,2.85,2.85,4.688,4.688,4.438,4.438,3.493,3.493,5.57,5.57,6.706,6.7015,0.363,0.3645,14.944166666666666,14.8505,1,4.439403885000969,7.191517587268304,4.439403885000969,7.191517587268304,13.159311864024126,11.759538914824912
7,Baseline,2.0,7.145066847833334,4.1191998145,5.647633182796901,3.6489999999999996,3.649,2.778,2.778,4.46,4.46,4.139,4.139,3.269,3.269,5.043,5.043,6.3215,6.3345,0.33016666666666666,0.2925,13.681,13.69,2,4.2416100293603485,6.681160706793825,4.2416100293603485,6.681160706793825,9.239242240994011,6.798839634154062
7,Baseline,3.0,6.159589866666667,5.8524447745,2.021736670638893,3.574,3.574,2.7550000000000003,2.755,4.299,4.299,3.8729999999999998,3.873,3.118,3.118,4.669,4.669,6.076833333333333,6.0615000000000006,0.3378333333333334,0.3375,13.081333333333333,13.0825,3,4.128833926426155,6.320575210383802,4.128833926426155,6.320575210383802,6.563558055035805,6.274025361486487
7,Baseline,4.0,8.1145453695,5.932538308,5.7192519867917255,3.506,3.506,2.756,2.756,4.189,4.189,3.634,3.634,2.933,2.933,4.36,4.36,5.812,5.807,0.3721666666666667,0.34299999999999997,12.449166666666665,12.399000000000001,4,4.01475879826314,6.0418836740016175,4.01475879826314,6.0418836740016175,10.101630876403386,8.278994630785261
7,Baseline,5.0,5.653072685666667,3.253106698,4.660868596636271,3.445,3.445,2.737,2.737,4.106,4.106,3.42,3.42,2.764,2.764,4.116,4.116,5.582833333333333,5.579,0.47983333333333333,0.472,11.886166666666668,11.9345,5,3.895732082883186,5.825698042509764,3.895732082883186,5.825698042509764,7.4210495499156055,5.498807429160016
7,Baseline,6.0,4.635876543666667,4.183870412,2.834820139686157,3.39,3.39,2.6779999999999995,2.678,4.005,4.005,3.228,3.228,2.569,2.569,3.89,3.89,5.300666666666667,5.3035,0.4346666666666667,0.432,11.162333333333335,11.182500000000001,6,3.7295276031501987,5.606604017847667,3.7295276031501956,5.606604017847667,5.5382693544699615,5.145879588910534
7,Baseline,7.0,3.581365438166667,3.036881353,1.3852143088340085,3.3409999999999997,3.341,2.658,2.658,3.9599999999999995,3.96,3.0559999999999996,3.056,2.391,2.391,3.7260000000000004,3.726,5.146,5.1505,0.5388333333333334,0.5885,10.640666666666666,10.7035,7,3.6065270712753503,5.471049841894101,3.6065270712753503,5.471049841894102,3.8979992532170162,3.3965052712939974
7,Baseline,8.0,3.615088023166667,2.672906308,2.41688019288391,3.296,3.296,2.659,2.659,3.9440000000000004,3.944,2.901,2.901,2.266,2.266,3.639,3.639,4.979666666666667,4.9725,0.4655,0.451,10.261000000000001,10.275,8,3.5335763204107242,5.405811116686626,3.5335763204107242,5.405811116686626,4.428634427842137,3.634169787008854
7,Baseline,9.0,6.131947478333333,5.8013826475000005,2.8378994275978218,3.256,3.256,2.633,2.633,3.916,3.916,2.763,2.763,2.106,2.106,3.529,3.529,4.832833333333333,4.8245000000000005,0.5238333333333333,0.5375,9.871333333333334,9.841,9,3.418968423699471,5.317239301821569,3.418968423699471,5.317239301821569,6.876714934336013,6.576983368134119
7,Baseline,10.0,5.116005888,4.591861268,3.4415755529730956,3.22,3.22,2.542,2.542,3.833,3.833,2.638,2.638,1.937,1.937,3.4249999999999994,3.425,4.708666666666667,4.708,0.5798333333333333,0.5635,9.592833333333333,9.6125,10,3.245847022486472,5.187194507061408,3.245847022486472,5.187194507061408,6.278847677211795,5.8308278170120005
7,Baseline,11.0,2.8491000366666666,2.840950756,0.594398442391711,3.187,3.187,2.57,2.57,3.8699999999999997,3.87,2.525,2.525,1.7619999999999998,1.762,3.31,3.31,4.573833333333333,4.5805,0.6186666666666666,0.61,9.168,9.21,11,3.172206941604847,5.149914675180539,3.172206941604847,5.149914675180539,2.9285518567820783,2.9206133566502626
7,Baseline,12.0,3.163851736833333,2.920076422,1.0360407723832141,3.158,3.158,2.517,2.517,3.8319999999999994,3.832,2.424,2.424,1.625,1.625,3.24,3.24,4.488166666666667,4.503,0.5873333333333334,0.6255,9.045166666666667,9.055,12,3.0523515677118347,5.077388296621979,3.0523515677118347,5.0773882966219785,3.370460299025224,3.140923214706409
7,Rotation,1.0,8.6735015085,8.513293611,3.106692980054631,6.329,6.329,4.515,4.515,8.221,8.221,5.824000000000001,5.824,4.015,4.015,7.768,7.768,9.845166666666666,9.8265,0.8333333333333334,0.8380000000000001,20.578833333333332,20.634999999999998,13,6.098637855771046,11.377667099523341,6.098637855771046,11.377667099523341,9.340907484288929,9.190927460744641
7,Rotation,2.0,7.7958043595,8.5660110115,4.06012952635124,5.971,5.971,4.397,4.397,7.510000000000001,7.51,5.447,5.447,3.863,3.863,6.977,6.977,9.209666666666665,9.1975,0.8493333333333334,0.912,19.283833333333334,19.2045,14,5.911401150702504,10.322114043778368,5.911401150702504,10.322114043778376,8.956059623712147,9.650447539301718
7,Rotation,3.0,6.3019276385,6.4149592905,2.4425451504707634,5.653,5.653,4.326,4.326,6.999,6.999,5.113,5.113,3.84,3.84,6.428999999999999,6.429,8.637500000000001,8.6735,0.8268333333333334,0.719,18.0915,18.1115,15,5.839240198469023,9.575936331728965,5.839240198469023,9.575936331728967,6.861170609759716,6.966316558699731
7,Rotation,4.0,8.758711168833335,7.1229450110000005,5.594591851750941,5.372,5.372,4.132,4.132,6.459,6.459,4.816,4.816,3.798,3.798,5.96,5.96,8.257833333333332,8.296,0.8328333333333333,0.769,17.224833333333333,17.255,16,5.654846317669524,8.853269203895499,5.654846317669524,8.853269203895499,10.58957147763133,9.190270363151008
7,Rotation,5.0,9.385719362666666,7.469220153,4.6950246250455665,5.122,5.122,4.148,4.148,6.207,6.207,4.552,4.552,3.664,3.664,5.501,5.501,7.805,7.808,0.8138333333333333,0.7875000000000001,16.1435,16.109,17,5.588322297984398,8.373075504101884,5.588322297984398,8.373075504101884,10.689652579084894,8.9902572700013
7,Rotation,6.0,7.271077627166666,5.625801915,4.849929345943581,4.9,4.9,3.967,3.967,5.813,5.813,4.317,4.317,3.547,3.547,5.169,5.169,7.441166666666667,7.4275,0.8693333333333334,0.9079999999999999,15.495,15.4325,18,5.369879656670574,7.85175956903423,5.369879656670574,7.85175956903423,8.901323236787446,7.508835117302628
7,Rotation,7.0,11.2141602705,10.783962034,6.387553674833498,4.702,4.702,3.8699999999999997,3.87,5.578,5.578,4.107,4.107,3.404,3.404,4.892,4.892,7.095,7.072,0.7271666666666667,0.769,14.590833333333334,14.4655,19,5.205255372187512,7.494095107832119,5.20525537218751,7.494095107832119,13.154989532307622,12.775684922760645
7,Rotation,8.0,6.2555335439999995,6.4780099925000005,2.3638381802715047,4.525,4.525,3.695,3.695,5.31,5.31,3.919,3.919,3.236,3.236,4.643,4.643,6.818666666666666,6.8055,0.7273333333333333,0.7190000000000001,14.005,13.9665,20,4.9615648416726925,7.125795389410656,4.9615648416726925,7.125795389410656,6.785885175518575,6.993588135427621
7,Rotation,9.0,10.941148825166666,7.443440240999999,7.0931631150544145,4.367,4.367,3.544,3.544,5.1,5.1,3.751,3.751,3.0660000000000003,3.066,4.446,4.446,6.5231666666666674,6.52,0.7324999999999999,0.7605,13.454166666666666,13.4445,21,4.736555499567681,6.836094208029614,4.7365554995676815,6.836094208029614,13.284023355852907,10.33759736829509
7,Rotation,10.0,4.309538597166667,4.2270216739999995,1.7052754191517496,4.225,4.225,3.422,3.422,4.967,4.967,3.6,3.6,2.8860000000000006,2.886,4.296,4.296,6.2876666666666665,6.2735,0.6661666666666667,0.6755,12.859333333333334,12.903500000000001,22,4.529849497317976,6.637764333919621,4.529849497317974,6.637764333919621,4.706444584471992,4.630015910819006
7,Rotation,11.0,6.734728396166666,6.073574451000001,4.193854218728516,4.097,4.097,3.3059999999999996,3.306,4.853,4.853,3.465,3.465,2.7580000000000005,2.758,4.205,4.205,6.073833333333333,6.0725,0.7413333333333334,0.7330000000000001,12.423833333333334,12.381,23,4.3586955415360675,6.489889580776148,4.358695541536068,6.489889580776148,8.08535182938053,7.513056981266138
7,Rotation,12.0,3.6612092586666667,2.966951048,1.443926339149707,3.983,3.983,3.217,3.217,4.777,4.777,3.343,3.343,2.634,2.634,4.156,4.156,5.843,5.856,0.6758333333333333,0.6805,12.0525,12.182,24,4.2124534778013745,6.398179140529083,4.2124534778013745,6.398179140529083,3.996403776798567,3.3601135884778994
7,Rotation,13.0,7.2368259565,8.435041596,3.344641741226432,3.8800000000000003,3.88,3.08,3.08,4.661,4.661,3.233,3.233,2.468,2.468,4.067,4.067,5.717833333333334,5.715999999999999,0.6251666666666666,0.6225,11.622,11.680499999999999,25,4.001972490665465,6.249838207563756,4.001972490665465,6.249838207563756,8.113686542312143,9.21478657121598
7,Rotation,14.0,3.2134104195,2.9087607635,0.9314571979809143,3.7870000000000004,3.787,2.985,2.985,4.591,4.591,3.134,3.134,2.35,2.35,4.032,4.032,5.554666666666667,5.5625,0.7025,0.681,11.4415,11.4455,26,3.8544898514456283,6.17136778250463,3.8544898514456283,6.17136778250463,3.380760262567616,3.091042488310225
7,Rotation,15.0,2.808978971666667,2.4205459105,0.9699087958662115,3.704,3.704,2.9180000000000006,2.918,4.551,4.551,3.045,3.045,2.209,2.209,3.977,3.977,5.421333333333333,5.434,0.6091666666666667,0.627,11.111166666666668,11.112,27,3.7177392134660527,6.105869292448198,3.7177392134660527,6.105869292448198,3.0111492564325806,2.6485401069413745
7,Washout,1.0,3.719374239666667,2.7417060395,2.5111715533207155,2.624,2.624,1.431,1.431,3.587,3.587,3.337,3.337,2.374,2.374,4.42,4.42,4.907,4.9105,0.13316666666666666,0.112,10.966333333333333,10.940000000000001,28,2.630085363453709,5.602438756078246,2.630085363453709,5.602438756078246,4.569724601400304,3.7468351938296016
