fish,stage,day,plotday,trial,EST,yds,distance
fish12,ReWashout,3,68,4,1.0,-1.341142442,7.976814291
fish12,ReWashout,3,68,5,0.0,-14.23791506,9.629157882
fish12,ReWashout,3,68,6,1.0,-0.167812825,9.627655001
fish12,ReWashout,4,69,1,1.0,-1.320849709,4.302137869
fish12,ReWashout,4,69,2,0.907478485,-4.030482737,5.177953071
fish12,ReWashout,4,69,3,0.601158295,-6.975083158,4.350090436
fish12,ReWashout,4,69,4,0.0,-8.699502406,9.527075564
fish12,ReWashout,4,69,5,0.961027298,-3.429397895,4.050793508
fish12,ReWashout,4,69,6,0.887022171,-4.360590354,3.333737268
fish12,ReWashout,5,70,1,0.322103653,-10.36276065,5.093211746
fish12,ReWashout,5,70,2,0.877256546,-4.375882344,2.958086371
fish12,ReWashout,5,70,3,0.702667389,-6.074865915,3.245112376
fish12,ReWashout,5,70,4,0.0,-17.85328468,9.066442404
fish12,ReWashout,5,70,5,0.784034882,-5.556674576,2.791382792
fish12,ReWashout,5,70,6,1.0,-1.217883123,6.567742828
fish12,ReWashout,6,71,1,0.812835846,-4.958265387,5.579758291
fish12,ReWashout,6,71,2,0.736665878,-5.58203403,5.291841214
fish12,ReWashout,6,71,3,1.0,-2.3079393,3.321234364
fish12,ReWashout,6,71,4,0.965347443,-3.526079571,5.029302982
fish12,ReWashout,6,71,5,0.408888016,-9.413839502,6.443285643
fish12,ReWashout,6,71,6,0.853977356,-4.611537618,4.145589425
fish12,ReWashout,7,72,1,1.0,-0.085002,5.704606816
fish12,ReWashout,7,72,2,0.82119957,-4.717201035,2.962093078
fish12,ReWashout,7,72,3,1.0,-1.896615674,3.271267344
fish12,ReWashout,7,72,4,0.828056488,-4.581054604,3.903078931
fish12,ReWashout,7,72,5,1.0,-2.899109224,3.107819438
fish12,ReWashout,7,72,6,1.0,1.238816791,4.163181985
fish12,ReWashout,8,73,1,1.0,-2.559037125,2.800675815
fish12,ReWashout,8,73,2,0.339498672,-10.28004504,4.669972494
fish12,ReWashout,8,73,3,0.583467636,-7.587369613,3.483421171
fish12,ReWashout,8,73,4,0.97709671,-3.096207844,2.846181769
fish12,ReWashout,8,73,5,0.839386139,-4.802004198,3.697573326
fish12,ReWashout,8,73,6,1.0,-2.711096945,2.708035637
fish12,ReWashout,9,74,1,0.895042572,-4.196882333,3.451595457
fish12,ReWashout,9,74,2,0.968256149,-3.414864576,5.47260424
fish12,ReWashout,9,74,3,0.851469193,-4.693219672,3.915121113
fish12,ReWashout,9,74,4,1.0,-2.893673202,2.68121382
fish12,ReWashout,9,74,5,0.369777832,-9.654415254,4.652366758
fish12,ReWashout,9,74,6,0.916795883,-4.304025034,2.91964945
fish12,ReWashout,10,75,1,1.0,-2.881941904,5.350193224
fish12,ReWashout,10,75,2,0.586614761,-7.870733487,4.2023995
fish12,ReWashout,10,75,3,0.828056488,-4.821357648,3.561822513
fish12,ReWashout,10,75,4,0.740280304,-6.20634933,2.749879358
fish12,ReWashout,10,75,5,0.986366425,-3.249617729,5.243289196
fish12,ReWashout,10,75,6,0.16717926,-12.69141278,5.865940449
fish14,Baseline,1,1,1,1.0,-1.959587494,8.769195709
fish14,Baseline,1,1,2,0.0,25.57030866,9.087996066
fish14,Baseline,1,1,3,0.0,45.7303593,20.49194213
fish14,Baseline,1,1,4,0.0,5.353167227,13.47692756
fish14,Baseline,1,1,5,0.976848755,-3.220328097,4.345268818
fish14,Baseline,2,2,1,0.787019882,-5.781585918,3.709071803
fish14,Baseline,2,2,2,1.0,2.66034224,2.825032262
fish14,Baseline,2,2,3,0.793266449,4.818786483,4.565324877
fish14,Baseline,2,2,4,0.172042999,-12.09197843,10.7518965
fish14,Baseline,2,2,5,1.0,2.202175316,3.586913538
fish14,Baseline,2,2,6,1.0,-2.855742072,3.429057195
fish14,Baseline,3,3,1,0.0,-123.4049444,32.32396952
fish14,Baseline,3,3,2,0.0,-16.93542901,13.16291555
fish14,Baseline,3,3,3,0.0,-115.5955747,37.96098609
fish14,Baseline,3,3,4,0.0,130.3420436,35.28451623
fish14,Baseline,3,3,5,0.0,-21.4887891,17.922099
fish14,Baseline,3,3,6,0.0,-101.1520443,39.47893542
fish14,Baseline,4,4,1,0.0,36.14228285,25.81838241
fish14,Baseline,4,4,2,0.870933685,3.984781096,3.699004385
fish14,Baseline,4,4,3,0.0,-114.2552185,33.42305713
fish14,Baseline,4,4,4,0.0,48.69180422,22.4016726
fish14,Baseline,4,4,5,0.0,-47.54329867,33.79421184
fish14,Baseline,4,4,6,0.0,-28.45744111,15.84341734
fish14,Baseline,5,5,1,0.0,-112.6093063,21.72842521
fish14,Baseline,5,5,2,0.0,-15.89237151,12.59963346
fish14,Baseline,5,5,3,0.0,-2.554029381,17.33103972
fish14,Baseline,5,5,4,0.824718628,4.987666959,8.30650666
fish14,Baseline,5,5,5,0.0,-18.94449732,10.24809667
fish14,Baseline,5,5,6,0.0,107.1362252,33.93457713
fish14,Baseline,6,6,1,0.22735611,-11.74948002,2.401350829
fish14,Baseline,6,6,2,0.0,-9.175510649,9.211599463
fish14,Baseline,6,6,3,0.0,-88.39837814,7.521363997
fish14,Baseline,6,6,4,0.674381409,-7.105218454,2.135276189
fish14,Baseline,6,6,5,0.487213287,-8.701299342,8.10138506
fish14,Baseline,6,6,6,0.0,46.36669279,8.263649681
fish14,Baseline,7,7,1,0.786628876,-5.012626951,2.596072569
fish14,Baseline,7,7,2,0.0,151.3395523,17.71581169
fish14,Baseline,7,7,3,0.363826904,-9.139478015,3.154851933
fish14,Baseline,7,7,4,0.0,-17.81059544,15.42406507
fish14,Baseline,7,7,5,0.244789276,-10.24493677,2.601803946
fish14,Baseline,7,7,6,0.0,-20.86734623,6.862120472
fish14,Baseline,8,8,1,0.0,-84.31932041,7.496487641
fish14,Baseline,8,8,2,0.733709488,-5.796131521,2.247236817
fish14,Baseline,8,8,3,1.0,0.962590575,2.631129568
fish14,Baseline,8,8,4,0.283575211,-10.60280428,2.615576022
fish14,Baseline,8,8,5,0.0,-10.91509551,4.568224667
fish14,Baseline,8,8,6,0.88977829,4.096109642,3.459800377
fish14,Baseline,9,9,1,0.0,-22.86229995,5.973203114
fish14,Baseline,9,9,2,0.955133591,-2.98908655,3.094015264
fish14,Baseline,9,9,3,0.0,-18.45911825,6.024468779
fish14,Baseline,9,9,4,0.243034515,-10.07701543,2.84351096
fish14,Baseline,9,9,5,0.0,-31.80647302,15.77131761
fish14,Baseline,9,9,6,1.0,0.625761005,3.425480133
fish14,Baseline,10,10,1,0.669460449,5.796433164,7.165331431
fish14,Baseline,10,10,2,0.0,-17.17200588,17.59098072
fish14,Baseline,10,10,3,0.0,115.7111036,19.20218873
fish14,Baseline,10,10,4,0.0,-39.1336197,17.18746613
fish14,Baseline,10,10,5,0.763731155,5.029474292,4.198828383
fish14,Baseline,10,10,6,0.0,112.4340056,15.61695913
fish14,Baseline,11,11,1,0.0,114.7880743,16.18506588
fish14,Baseline,11,11,2,0.208749924,-11.01163786,3.666686061
fish14,Baseline,11,11,3,1.0,-1.195605851,2.682594839
fish14,Baseline,11,11,4,0.0,-123.4513619,10.56637847
fish14,Baseline,11,11,5,0.0,-112.0257748,9.401396397
fish14,Baseline,11,11,6,0.0,-17.52039325,7.56197962
fish14,Baseline,12,12,1,0.0,-20.49969067,8.466644823
fish14,Baseline,12,12,2,0.740976486,-5.531158954,2.457673961
fish14,Baseline,12,12,3,0.799284134,5.11145177,10.2385527
fish14,Baseline,12,12,4,0.0,-50.94117464,11.0310664
fish14,Baseline,12,12,5,0.0,-24.75759505,8.716920271
fish14,Baseline,12,12,6,0.543327484,7.076578982,5.766789764
fish14,Baseline,13,13,1,0.0,-20.48168822,5.966996649
fish14,Baseline,13,13,2,0.510816727,8.338753173,5.277056446
fish14,Baseline,13,13,3,0.0,-8.539615168,3.127079064
fish14,Baseline,13,13,4,0.835065994,4.352733241,6.138611825
fish14,Baseline,13,13,5,0.0,-89.73651007,11.57185772
fish14,Baseline,13,13,6,0.0,-19.6464472,9.049913286
fish14,Baseline,14,14,1,1.0,0.984603145,2.254968694
fish14,Baseline,14,14,2,1.0,2.611185869,4.423597487
fish14,Baseline,14,14,3,1.0,1.172774955,2.674675587
fish14,Baseline,14,14,4,0.376491699,-9.580000132,2.878994517
fish14,Baseline,14,14,5,0.7107164,5.573938576,3.431887098
fish14,Baseline,14,14,6,0.198755417,11.09584006,4.622318443
fish14,Baseline,15,15,1,0.0,-35.5869971,6.449719328
fish14,Baseline,15,15,2,0.965747986,-3.247196656,2.74706432
fish14,Baseline,15,15,3,0.617008362,-6.799191207,3.669725354
fish14,Baseline,15,15,4,0.0,-14.99445066,3.950963002
fish14,Baseline,15,15,5,0.437040482,-9.81600977,2.783279832
fish14,Baseline,15,15,6,0.755024109,-5.544018236,2.496831918
fish14,Baseline,16,16,1,0.0,-28.6080987,7.646144717
fish14,Baseline,16,16,2,1.0,-0.963974808,2.609518159
fish14,Baseline,16,16,3,0.644865189,-7.032871141,2.467634892
fish14,Baseline,16,16,4,0.0,-87.37624616,9.670511595
fish14,Baseline,16,16,5,0.606994781,-7.502152453,2.151469878
fish14,Baseline,16,16,6,0.652427826,-6.700161454,2.309166809
fish14,Baseline,17,17,1,0.684662018,-6.412973432,2.838102532
fish14,Baseline,17,17,2,0.772504959,-5.570390813,2.250773566
fish14,Baseline,17,17,3,0.0,-15.74350263,3.412069492
fish14,Baseline,17,17,4,0.714063797,-6.138978955,2.751541872
fish14,Baseline,17,17,5,1.0,0.001055812,2.273281309
fish14,Baseline,17,17,6,1.0,-0.917030229,2.45783375
fish14,Rotation,1,18,1,0.0,27.59018307,8.175122046
fish14,Rotation,1,18,2,0.328178558,10.84156387,2.343036422
fish14,Rotation,1,18,3,1.0,-0.022113114,2.374455895
fish14,Rotation,1,18,4,0.053558502,-13.75154214,7.675845585
fish14,Rotation,1,18,5,1.0,1.549479756,2.758971769
fish14,Rotation,1,18,6,0.0,-31.26381235,8.721188345
fish14,Rotation,2,19,1,0.741987381,-6.060930688,2.705294727
fish14,Rotation,2,19,2,0.835256729,-4.88994386,2.759755402
fish14,Rotation,2,19,3,1.0,0.690434257,2.135630417
fish14,Rotation,2,19,4,0.0,-29.19404952,5.744789569
fish14,Rotation,2,19,5,0.0,-19.51749097,9.551244297
fish14,Rotation,2,19,6,0.0,20.36493173,5.048614298
fish14,Rotation,3,20,1,0.557727966,-7.694583086,2.429213168
fish14,Rotation,3,20,2,0.0,-22.33648494,7.579604758
fish14,Rotation,3,20,3,1.0,-0.398245316,2.406937055
fish14,Rotation,3,20,4,0.0,-59.14304273,9.530218066
fish14,Rotation,3,20,5,0.0,-1.583803379,3.93590435
fish14,Rotation,3,20,6,0.776176605,-5.500703069,2.333602325
fish14,Rotation,4,21,1,0.0,-28.33944633,6.00659288
fish14,Rotation,4,21,2,0.006561432,-13.91493464,2.55355816
fish14,Rotation,4,21,3,0.0,-99.56260976,8.982919279
fish14,Rotation,4,21,4,0.0,0.507743342,2.257128333
fish14,Rotation,4,21,5,0.0,17.7065037,5.28417121
fish14,Rotation,4,21,6,0.665931854,-6.543127942,2.423764791
fish14,Rotation,5,22,1,0.938272629,3.594091359,2.598552596
fish14,Rotation,5,22,2,1.0,-1.111820843,2.383923153
fish14,Rotation,5,22,3,0.918836746,3.619474582,3.903695733
fish14,Rotation,5,22,4,0.323352966,-10.70475546,3.167661258
fish14,Rotation,5,22,5,1.0,-0.205961167,2.336453733
fish14,Rotation,5,22,6,0.545692596,7.372594643,3.978201533
fish14,Rotation,6,23,1,0.0,15.0049381,3.778720314
fish14,Rotation,6,23,2,1.0,-2.573555715,2.256926036
fish14,Rotation,6,23,3,1.0,-2.51514555,2.397763006
fish14,Rotation,6,23,4,1.0,-1.967267044,2.252649889
fish14,Rotation,6,23,5,1.0,2.422044086,2.363143117
fish14,Rotation,6,23,6,1.0,-2.409179065,2.362466385
fish14,Rotation,7,24,1,0.0,-148.3809342,16.02572826
fish14,Rotation,7,24,2,1.0,1.161288843,2.269574204
fish14,Rotation,7,24,3,1.0,0.262395073,2.430491645
fish14,Rotation,7,24,4,0.0,-25.66912989,6.379421775
fish14,Rotation,7,24,5,0.0,-103.1239676,13.47584638
fish14,Rotation,7,24,6,0.002956543,-13.68964166,2.679463363
fish14,Rotation,8,25,1,0.0,19.73441433,5.564336659
fish14,Rotation,8,25,2,0.414133224,9.236599247,3.766536635
fish14,Rotation,8,25,3,1.0,-1.451551076,2.188961442
fish14,Rotation,8,25,4,0.771265182,5.472656962,3.275543484
fish14,Rotation,8,25,5,0.786419067,-5.058768615,6.866977907
fish14,Rotation,8,25,6,0.181818161,10.73095022,3.705977575
fish14,Rotation,9,26,1,0.0,-25.84343601,7.392932197
fish14,Rotation,9,26,2,0.670938644,-6.982050404,2.534365603
fish14,Rotation,9,26,3,0.0,-25.14778096,9.313276592
fish14,Rotation,9,26,4,0.0,-15.04893155,3.588405206
fish14,Rotation,9,26,5,0.430517349,-9.200446345,2.801552095
fish14,Rotation,9,26,6,0.998106155,2.834034549,4.361453862
fish14,Rotation,10,27,1,0.806007538,-5.163782186,3.72426837
fish14,Rotation,10,27,2,0.0,-14.95594477,5.324249776
fish14,Rotation,10,27,3,0.0,24.08596901,11.91509616
fish14,Rotation,10,27,4,0.702572021,-6.552384644,2.394634514
fish14,Rotation,10,27,5,0.65171257,-6.605728536,2.9846455
fish14,Rotation,10,27,6,0.045938644,11.76276427,5.082203286
fish14,Rotation,11,28,1,0.817957077,4.888583962,2.725345082
fish14,Rotation,11,28,2,0.0,-18.77249087,8.722569084
fish14,Rotation,11,28,3,0.0,-19.15594328,4.82219685
fish14,Rotation,11,28,4,1.0,0.086479899,2.265642814
fish14,Rotation,11,28,5,0.91888443,-4.076608079,4.466064606
fish14,Rotation,11,28,6,0.0,-22.55780801,11.00653194
fish14,Rotation,12,29,1,0.51669136,-8.228182063,2.45880578
fish14,Rotation,12,29,2,0.0,-26.74377406,5.482942007
fish14,Rotation,12,29,3,0.412168655,8.513126301,6.614539011
fish14,Rotation,12,29,4,0.743446503,-5.355790274,2.538427717
fish14,Rotation,12,29,5,0.0,-63.7025062,7.832996396
fish14,Rotation,12,29,6,0.754566345,-5.489398376,2.330804416
fish14,Rotation,13,30,1,0.795974884,-5.395634125,2.707072869
fish14,Rotation,13,30,2,1.0,0.588708586,2.544955667
fish14,Rotation,13,30,3,1.0,-3.103457058,2.229344872
fish14,Rotation,13,30,4,0.973558578,-3.547764849,2.379715825
fish14,Rotation,13,30,5,0.0,-27.23693363,8.663246456
fish14,Rotation,13,30,6,0.0,-77.08823403,13.89798481
fish14,Rotation,14,31,1,1.0,1.973729393,2.640688823
fish14,Rotation,14,31,2,0.0,-146.2354259,13.00405664
fish14,Rotation,14,31,3,0.937862549,3.464190637,2.88935919
fish14,Rotation,14,31,4,1.0,-0.011467985,2.312105855
fish14,Rotation,14,31,5,0.220146332,10.00227274,9.61780033
fish14,Rotation,14,31,6,0.0,20.62497317,9.072133985
fish14,Rotation,15,32,1,0.726251755,5.950450702,2.823940028
fish14,Rotation,15,32,2,0.622673187,6.597454511,3.535049303
fish14,Rotation,15,32,3,0.0,34.68932958,6.739571422
fish14,Rotation,15,32,4,1.0,-1.813580982,2.55219758
fish14,Rotation,15,32,5,0.0,-0.338550639,4.043009461
fish14,Rotation,15,32,6,1.0,-1.306783335,2.132972541
fish14,Washout,1,33,1,0.528927002,-7.727910802,2.591057766
fish14,Washout,1,33,2,0.735044632,5.233441104,2.851323127
fish14,Washout,1,33,3,0.0,-29.57252833,8.329104638
fish14,Washout,1,33,4,0.893898163,-4.10049018,2.355738338
fish14,Washout,1,33,5,0.0,-120.5140947,9.402365608
fish14,Washout,1,33,6,0.381040726,-9.247388271,2.327984072
fish14,Washout,2,34,1,0.206985626,-11.0047944,3.112765231
fish14,Washout,2,34,2,0.485277328,-8.160459598,2.650488335
fish14,Washout,2,34,3,0.596618805,-7.335860256,2.27031806
fish14,Washout,2,34,4,0.535097275,-7.639362533,2.378504543
fish14,Washout,2,34,5,0.333471451,-9.888186345,2.467109472
fish14,Washout,2,34,6,0.241203461,-10.27250582,4.167051293
fish14,Washout,3,35,1,0.0,-23.11430728,8.281706639
fish14,Washout,3,35,2,1.0,2.5460976,2.590923149
fish14,Washout,3,35,3,0.212412033,10.31928976,3.5426466
fish14,Washout,3,35,4,0.378942642,-9.224163007,5.938272858
fish14,Washout,3,35,5,0.283556137,-10.35731679,11.88803344
fish14,Washout,3,35,6,0.0,-13.90809577,4.034746885
fish14,Washout,4,36,1,0.797443542,-5.593646665,2.002391061
fish14,Washout,4,36,2,0.698719177,-6.472253515,2.157252037
fish14,Washout,4,36,3,0.0,-23.87164052,5.793190346
fish14,Washout,4,36,4,0.564594421,-7.511202447,7.305978725
fish14,Washout,4,36,5,0.735807571,5.80944034,3.327544975
fish14,Washout,4,36,6,0.40978447,-9.900951367,2.578050491
fish14,Washout,5,37,1,0.810871277,-5.345973709,3.203902814
fish14,Washout,5,37,2,0.903682861,-4.02448775,2.21641109
fish14,Washout,5,37,3,0.850382004,-4.654758103,2.648356501
fish14,Washout,5,37,4,0.723037872,-6.174789394,2.314818921
fish14,Washout,5,37,5,1.0,-2.938283368,2.294255117
fish14,Washout,5,37,6,0.731620941,-6.133067428,4.030778943
fish14,Washout,6,38,1,0.496511612,-8.187601062,2.355518799
fish14,Washout,6,38,2,0.345230255,-9.983501819,2.510433407
fish14,Washout,6,38,3,0.823583755,-5.110301296,2.063180303
fish14,Washout,6,38,4,1.0,-0.89723146,2.6905457
fish14,Washout,6,38,5,0.654039536,-6.527733642,2.211842651
fish14,Washout,6,38,6,0.643491898,-6.604804207,2.31279859
fish14,Washout,7,39,1,0.699234161,-6.332847268,2.322809425
fish14,Washout,7,39,2,0.845594559,-4.641442894,2.27972151
fish14,Washout,7,39,3,0.810470734,-4.874179986,2.376672845
fish14,Washout,7,39,4,0.481548462,7.763076866,3.550615362
fish14,Washout,7,39,5,1.0,-0.956572552,3.119881761
fish14,Washout,7,39,6,1.0,-2.587806165,2.388358719
fish14,Washout,8,40,1,0.576505814,-7.980881075,3.174679811
fish14,Washout,8,40,2,0.950079117,-3.645523602,2.303195371
fish14,Washout,8,40,3,0.282030258,-10.74862706,5.440592026
fish14,Washout,8,40,4,1.0,-0.398025823,3.062678515
fish14,Washout,8,40,5,0.0,-6.145761965,2.397549513
fish14,Washout,8,40,6,0.0,5.261297035,3.142091788
fish14,Washout,9,41,1,0.955886993,-3.870491694,2.287828385
fish14,Washout,9,41,2,0.744705353,-6.100559449,3.864012136
fish14,Washout,9,41,3,0.0,-24.55128294,5.711973359
fish14,Washout,9,41,4,0.840139542,-5.031535779,2.115872765
fish14,Washout,9,41,5,0.906562958,-4.32436855,2.622368671
fish14,Washout,9,41,6,0.0,-15.27874252,4.567955446
fish14,Washout,10,42,1,0.820579681,-5.301016961,2.071016989
fish14,Washout,10,42,2,0.801305923,-5.442587355,3.209471332
fish14,Washout,10,42,3,0.702514801,-6.445093992,2.255141524
fish14,Washout,10,42,4,0.885191116,-4.448401269,2.047783113
fish14,Washout,10,42,5,0.813799057,-5.380504288,2.235860272
fish14,Washout,10,42,6,0.410499725,-9.61738302,3.361357639
fish14,ReRotation,1,43,1,1.0,1.967468165,6.548540288
fish14,ReRotation,1,43,2,0.0,21.57948722,8.60903765
fish14,ReRotation,1,43,3,0.09898201,11.24635422,2.994490005
fish14,ReRotation,1,43,4,0.577469025,-7.604827093,3.900051959
fish14,ReRotation,1,43,5,0.0,13.03543315,6.985992728
fish14,ReRotation,1,43,6,0.482664261,7.977838427,3.489042159
fish14,ReRotation,2,44,1,0.0,19.25896259,5.411718863
fish14,ReRotation,2,44,2,0.0,13.36132814,4.385003393
fish14,ReRotation,2,44,3,1.0,1.680460205,5.9887031
fish14,ReRotation,2,44,4,0.0,43.40492484,4.968632263
fish14,ReRotation,2,44,5,0.60137764,6.74464446,3.286522397
fish14,ReRotation,2,44,6,0.0,33.94586287,5.077899753
fish14,ReRotation,3,45,1,0.107078705,11.38700742,3.992350512
fish14,ReRotation,3,45,2,0.291404877,9.698666485,3.729434441
fish14,ReRotation,3,45,3,1.0,-2.869174683,3.173096377
fish14,ReRotation,3,45,4,1.0,-2.932868718,3.561945956
fish14,ReRotation,3,45,5,1.0,0.476566993,3.954946013
fish14,ReRotation,3,45,6,0.0,-13.93792669,6.646538037
fish14,ReRotation,4,46,1,0.0,18.98737883,4.660808874
fish14,ReRotation,4,46,2,0.0,17.00261153,6.670518523
fish14,ReRotation,4,46,3,0.603780899,-7.477621481,4.585712751
fish14,ReRotation,4,46,4,1.0,0.215275573,3.075864126
fish14,ReRotation,4,46,5,0.512142334,7.644421528,5.153061581
fish14,ReRotation,4,46,6,0.0,12.89216596,4.028934596
fish14,ReRotation,5,47,1,1.0,0.432293318,2.499564237
fish14,ReRotation,5,47,2,1.0,2.420441218,2.680325891
fish14,ReRotation,5,47,3,1.0,-0.782835068,2.446690655
fish14,ReRotation,5,47,4,1.0,0.894956596,2.589942566
fish14,ReRotation,5,47,5,1.0,0.021505803,2.871283263
fish14,ReRotation,5,47,6,0.928058777,-3.682370239,2.326808699
fish14,ReRotation,6,48,1,1.0,-1.952746748,2.408126602
fish14,ReRotation,6,48,2,1.0,2.024742377,2.539077077
fish14,ReRotation,6,48,3,1.0,1.882686354,2.558085979
fish14,ReRotation,6,48,4,1.0,-1.3593423,3.159334232
fish14,ReRotation,6,48,5,0.613918457,6.918500558,2.543722963
fish14,ReRotation,6,48,6,1.0,-0.048237717,2.451603856
fish14,ReRotation,7,49,1,0.731182251,-6.243625661,2.404909074
fish14,ReRotation,7,49,2,0.525436554,8.154038601,2.76302652
fish14,ReRotation,7,49,3,0.0,13.19683294,4.156670541
fish14,ReRotation,7,49,4,0.33499733,-10.80636989,2.416995317
fish14,ReRotation,7,49,5,0.941763077,-3.878002154,2.802733667
fish14,ReRotation,7,49,6,1.0,-0.590326267,3.051796855
fish14,ReRotation,8,50,1,0.0,-14.03326022,4.252132533
fish14,ReRotation,8,50,2,0.786447678,-5.54302153,4.011146193
fish14,ReRotation,8,50,3,0.205698166,10.79587465,4.739115764
fish14,ReRotation,8,50,4,0.779190216,5.051695479,3.058593377
fish14,ReRotation,8,50,5,0.641279373,6.800569627,3.188353633
fish14,ReRotation,8,50,6,1.0,-0.204453903,2.836864474
fish14,ReRotation,9,51,1,0.757198486,5.583020444,5.639296565
fish14,ReRotation,9,51,2,0.0,30.73397429,7.505574251
fish14,ReRotation,9,51,3,0.0,17.30399936,5.747723593
fish14,ReRotation,9,51,4,1.0,-0.994167438,5.225022993
fish14,ReRotation,9,51,5,0.0,22.40162616,10.84012004
fish14,ReRotation,9,51,6,0.0,21.70894345,6.490219128
fish14,ReRotation,10,52,1,0.937729034,-3.618927564,2.515496145
fish14,ReRotation,10,52,2,1.0,1.735615605,2.639151511
fish14,ReRotation,10,52,3,0.517940674,-8.623922886,2.739691538
fish14,ReRotation,10,52,4,0.834427032,-4.73280979,2.523852506
fish14,ReRotation,10,52,5,0.0,-17.27798573,5.735020461
fish14,ReRotation,10,52,6,1.0,2.955821936,4.166699371
fish14,ReRotation,11,53,1,1.0,-0.995932584,2.168969984
fish14,ReRotation,11,53,2,1.0,-1.719516984,2.65943488
fish14,ReRotation,11,53,3,1.0,-0.445190611,3.201505102
fish14,ReRotation,11,53,4,1.0,-1.817567654,2.827130674
fish14,ReRotation,11,53,5,1.0,-1.316639711,3.132598327
fish14,ReRotation,11,53,6,1.0,0.012077302,3.747929988
fish14,ReRotation,12,54,1,1.0,-0.020410826,2.324739949
fish14,ReRotation,12,54,2,0.737362061,5.540875698,3.933469168
fish14,ReRotation,12,54,3,1.0,-2.926690818,2.067121426
fish14,ReRotation,12,54,4,1.0,-2.641885278,2.603860968
fish14,ReRotation,12,54,5,1.0,1.387466557,2.554745543
fish14,ReRotation,12,54,6,0.959320221,3.482746446,2.710710637
fish14,ReRotation,13,55,1,0.0,-14.21408974,6.549661534
fish14,ReRotation,13,55,2,1.0,-2.529622602,8.549755177
fish14,ReRotation,13,55,3,0.0,-26.12054947,17.0306525
fish14,ReRotation,13,55,4,0.110016022,-12.85745408,8.321597439
fish14,ReRotation,13,55,5,0.0,-60.27460384,21.26513535
fish14,ReRotation,13,55,6,0.599432144,-7.358649921,8.378609022
fish21,Baseline,1,1,1,0.806923065,-5.025717009,2.889600278
fish21,Baseline,1,1,2,0.60348526,6.550196783,7.442938936
fish21,Baseline,1,1,3,1.0,-2.749573948,2.418971709
fish21,Baseline,1,1,4,0.0,-25.39538365,4.959468696
fish21,Baseline,1,1,5,0.0,-98.73292422,9.086332272
fish21,Baseline,1,1,6,0.912790451,-3.920459125,2.282482784
fish21,Baseline,2,2,1,1.0,-0.138642843,3.04184628
fish21,Baseline,2,2,2,0.0,-118.4314986,13.96611587
fish21,Baseline,2,2,3,0.0,-15.48004742,8.929581061
fish21,Baseline,2,2,4,0.0,-120.0430403,13.36111857
fish21,Baseline,2,2,5,0.0,-19.06964868,6.188620458
fish21,Baseline,2,2,6,0.850944672,4.450458709,3.904714682
fish21,Baseline,3,3,1,0.994720612,-2.881331722,2.721998215
fish21,Baseline,3,3,2,0.0,-14.59618293,13.23468212
fish21,Baseline,3,3,3,0.691986237,6.373543083,4.050175247
fish21,Baseline,3,3,4,0.0,-47.1597842,6.975827022
fish21,Baseline,3,3,5,0.0,-16.52289631,3.805002049
fish21,Baseline,3,3,6,0.267524872,-10.59172201,2.5432849
fish21,Baseline,4,4,1,0.743417892,5.503334566,2.464507802
fish21,Baseline,4,4,2,1.0,0.975802862,3.721500016
fish21,Baseline,4,4,3,0.488901291,7.69593652,3.5705489
fish21,Baseline,4,4,4,0.641613159,-6.472831457,3.38745184
fish21,Baseline,4,4,5,1.0,-1.407732375,2.632481295
fish21,Baseline,4,4,6,1.0,-0.340385636,2.783541402
fish21,Baseline,5,5,1,0.675563965,-6.355971033,4.265783905
fish21,Baseline,5,5,2,0.661649857,6.166468988,4.50976126
fish21,Baseline,5,5,3,0.432949219,-9.560413852,3.15716941
fish21,Baseline,5,5,4,0.0,161.1515758,8.814394973
fish21,Baseline,5,5,5,1.0,-0.116452565,3.075974036
fish21,Baseline,5,5,6,0.0,-79.55711516,10.59130642
fish21,Baseline,6,6,1,0.0,-58.89826607,14.07580715
fish21,Baseline,6,6,2,0.52618042,-7.648646607,2.411576057
fish21,Baseline,6,6,3,1.0,-0.847638854,2.859764497
fish21,Baseline,6,6,4,0.0,52.54910426,6.609216378
fish21,Baseline,6,6,5,0.960045013,3.695402335,2.315718089
fish21,Baseline,6,6,6,0.0,-20.23513456,8.716105711
fish21,Baseline,7,7,1,0.170059357,11.25843906,4.085381799
fish21,Baseline,7,7,2,1.0,-0.213079608,2.435585069
fish21,Baseline,7,7,3,0.0,-13.49199954,4.636142204
fish21,Baseline,7,7,4,0.958938751,3.278320112,2.774223217
fish21,Baseline,7,7,5,1.0,0.140201092,2.557220362
fish21,Baseline,7,7,6,0.895233307,-4.236115357,6.080419623
fish21,Baseline,8,8,1,1.0,-0.004318823,2.738067899
fish21,Baseline,8,8,2,0.0,-30.34091985,6.747407061
fish21,Baseline,8,8,3,0.334243927,-9.640583065,4.216793312
fish21,Baseline,8,8,4,0.910587463,-4.043621368,2.406954997
fish21,Baseline,8,8,5,1.0,-0.695024334,2.939106674
fish21,Baseline,8,8,6,0.169782791,-11.51456264,3.092140566
fish21,Baseline,9,9,1,1.0,-1.827045932,2.502428248
fish21,Baseline,9,9,2,1.0,-2.735561134,4.270076079
fish21,Baseline,9,9,3,0.0,-34.61254135,10.99365421
fish21,Baseline,9,9,4,1.0,1.34571872,3.282516238
