fish,stage,day,plotday,trial,EST,yds,distance
fish10,ReWashout,7,72,1,0.479736481,-8.658252984,2.396980396
fish10,ReWashout,7,72,2,0.0,-28.64005332,6.225405481
fish10,ReWashout,7,72,3,0.803032074,-5.139154037,2.378113636
fish10,ReWashout,7,72,4,0.119981918,-12.11425885,2.586958644
fish10,ReWashout,7,72,5,0.624637756,-6.656309149,3.23284466
fish10,ReWashout,7,72,6,0.322380219,-10.54139281,2.761106509
fish10,ReWashout,8,73,1,0.0,-19.82273256,4.115551705
fish10,ReWashout,8,73,2,0.580196533,-7.550918994,2.556082317
fish10,ReWashout,8,73,3,0.142717514,-12.32832182,2.499211275
fish10,ReWashout,8,73,4,0.458631668,-9.039286742,2.714029632
fish10,ReWashout,8,73,5,0.0,-22.69888326,4.534060903
fish10,ReWashout,8,73,6,0.437135849,-9.283433777,2.175755034
fish10,ReWashout,9,74,1,0.488386307,-9.176479015,2.140787317
fish10,ReWashout,9,74,2,0.656509552,-6.743315387,2.480348993
fish10,ReWashout,9,74,3,0.0,-14.76803919,3.944553122
fish10,ReWashout,9,74,4,0.442752991,-9.618165806,2.688868188
fish10,ReWashout,9,74,5,0.085373077,-13.00786608,2.347570257
fish10,ReWashout,9,74,6,0.113029633,-12.69280189,2.498832558
fish10,ReWashout,10,75,1,0.884514008,-4.671890709,2.022621324
fish10,ReWashout,10,75,2,0.843048248,-4.715302682,2.730165816
fish10,ReWashout,10,75,3,0.090446625,-12.66190567,2.847066923
fish10,ReWashout,10,75,4,0.865993652,-4.511417486,2.4027028
fish10,ReWashout,10,75,5,0.443859253,-8.727111526,2.537223182
fish10,ReWashout,10,75,6,0.744409714,-5.856077306,2.260580685
fish12,Baseline,24,1,1,0.936842117,3.615311197,3.931332727
fish12,Baseline,24,1,2,0.37496582,8.349045455,4.521567766
fish12,Baseline,24,1,3,0.0,-127.3287736,13.19065943
fish12,Baseline,24,1,4,0.0,14.50871101,7.779038554
fish12,Baseline,24,1,5,0.939960632,-3.373711319,3.384146354
fish12,Baseline,24,1,6,0.914535675,-3.721661175,3.650168717
fish12,Baseline,25,2,1,0.0,25.30105532,8.197941685
fish12,Baseline,25,2,2,0.0,-27.08839674,9.860939843
fish12,Baseline,25,2,3,1.0,1.418689879,10.79371331
fish12,Baseline,25,2,4,0.0,-118.9721403,10.80755757
fish12,Baseline,25,2,5,0.951900635,3.418223387,10.38173907
fish12,Baseline,25,2,6,0.0,17.91240641,10.39506461
fish12,Baseline,26,3,1,0.80333725,-5.010134262,3.64617934
fish12,Baseline,26,3,2,0.872926865,-4.220912782,6.446993161
fish12,Baseline,26,3,3,0.792808685,-5.288439976,2.964912687
fish12,Baseline,26,3,4,0.981598053,3.011276168,5.101276997
fish12,Baseline,26,3,5,0.872345123,3.872176549,6.701193063
fish12,Baseline,26,3,6,0.0,-142.082844,20.20818738
fish12,Baseline,27,4,1,0.0,-76.0181843,13.22336387
fish12,Baseline,27,4,2,0.0,24.66052753,10.64209932
fish12,Baseline,27,4,3,0.0,39.16288211,13.23304944
fish12,Baseline,27,4,4,0.172252808,-11.55600417,13.50342726
fish12,Baseline,27,4,5,0.936851654,3.471133327,3.003727051
fish12,Baseline,27,4,6,0.446806107,-8.562800978,11.39204837
fish12,Baseline,28,5,1,0.0,50.74412365,13.35353882
fish12,Baseline,28,5,2,0.0,26.50676188,13.60946459
fish12,Baseline,28,5,3,0.0,91.60616207,13.60566747
fish12,Baseline,28,5,4,1.0,-0.011381386,4.744009893
fish12,Baseline,28,5,5,0.0,-69.90930133,16.28165643
fish12,Baseline,29,6,1,0.001917038,-12.81029419,4.373913872
fish12,Baseline,29,6,2,0.547332916,7.121257885,5.720982761
fish12,Baseline,29,6,3,0.277385864,-9.990060104,5.729617815
fish12,Baseline,29,6,4,0.368604813,-9.781040078,8.069870149
fish12,Baseline,29,6,5,0.124664459,-11.97716736,8.792457576
fish12,Baseline,29,6,6,0.794963989,5.098008606,7.822865509
fish12,Baseline,30,7,1,0.793953094,-4.765564509,7.568389781
fish12,Baseline,30,7,2,0.382099304,-9.428810616,3.146226926
fish12,Baseline,30,7,3,0.0,17.96235104,11.77535074
fish12,Baseline,30,7,4,0.499677811,-8.101656653,7.406080999
fish12,Baseline,30,7,5,0.0,33.39296855,14.74300381
fish12,Baseline,30,7,6,0.0,29.67704211,14.3079801
fish12,Baseline,31,8,1,0.0,54.76939794,10.60032348
fish12,Baseline,31,8,2,0.0,25.23510142,15.38617026
fish12,Baseline,31,8,3,0.0,43.5212175,20.00249814
fish12,Baseline,31,8,4,0.336389694,9.812983557,6.585532635
fish12,Baseline,31,8,5,0.457115326,8.216276691,6.35932418
fish12,Baseline,31,8,6,1.0,-1.57496727,6.018666696
fish12,Baseline,32,9,1,1.0,-2.525367851,2.963723843
fish12,Baseline,32,9,2,0.908765945,-3.767243569,5.840255263
fish12,Baseline,32,9,3,0.919475708,-3.750055427,9.187271574
fish12,Baseline,32,9,4,0.492286835,-8.116196332,5.467628563
fish12,Baseline,32,9,5,0.0,29.51624963,14.68002055
fish12,Baseline,32,9,6,0.0,159.6322978,10.27013584
fish12,Baseline,33,10,1,0.0,-13.88046717,15.9547119
fish12,Baseline,33,10,2,1.0,2.203801781,4.856561542
fish12,Baseline,33,10,3,1.0,1.849478754,4.535795462
fish12,Baseline,33,10,4,1.0,-2.52206642,14.68210863
fish12,Baseline,33,10,5,0.117798004,11.1121515,5.214005655
fish12,Baseline,33,10,6,1.0,2.136573685,4.29535976
fish12,Baseline,34,11,1,0.756130371,5.536202637,4.755545789
fish12,Baseline,34,11,2,1.0,1.99716771,5.349625003
fish12,Baseline,34,11,3,0.0,21.60463544,5.327911717
fish12,Baseline,34,11,4,0.059700165,11.59100635,7.311513201
fish12,Baseline,34,11,5,0.0,24.45411299,12.10563133
fish12,Baseline,34,11,6,0.65250412,6.617122353,2.800829784
fish12,Baseline,35,12,1,1.0,-2.601660059,4.479159155
fish12,Baseline,35,12,2,0.0,-10.43098524,14.87895151
fish12,Baseline,35,12,3,1.0,-1.801747665,4.229650444
fish12,Baseline,35,12,4,0.216827545,-12.31121316,7.935588312
fish12,Baseline,35,12,5,0.0,36.95460229,15.29459515
fish12,Baseline,35,12,6,0.0,131.1175363,13.9867667
fish12,Baseline,36,13,1,0.78922287,-5.148015201,4.742131729
fish12,Baseline,36,13,2,0.0,13.58177624,6.724153092
fish12,Baseline,36,13,3,0.757980499,-5.528746757,4.148892529
fish12,Baseline,36,13,4,0.797500763,4.675916856,14.49716248
fish12,Baseline,36,13,5,0.815057907,4.425628394,7.092142834
fish12,Baseline,36,13,6,0.0,38.12270968,11.91936849
fish12,Baseline,37,14,1,0.962124023,3.283357044,3.294061905
fish12,Baseline,37,14,2,0.429620895,-9.195595202,6.601275714
fish12,Baseline,37,14,3,0.0,15.46286694,5.654183296
fish12,Baseline,37,14,4,1.0,0.016519147,3.753445663
fish12,Baseline,37,14,5,1.0,-0.571341076,2.773634267
fish12,Baseline,37,14,6,0.0,-13.74640838,8.667497378
fish12,Baseline,38,15,1,0.0,-127.6458981,14.81872619
fish12,Baseline,38,15,2,1.0,0.772433719,4.022641697
fish12,Baseline,38,15,3,0.782127533,4.760609538,4.203936264
fish12,Baseline,38,15,4,1.0,1.585892045,2.964960696
fish12,Baseline,38,15,5,0.79045311,-5.066852887,3.512901267
fish12,Baseline,38,15,6,0.700378571,-5.903529395,4.045841479
fish12,Baseline,39,16,1,0.652656708,-6.393659387,4.175725795
fish12,Baseline,39,16,2,0.0,-54.47257652,16.99416087
fish12,Baseline,39,16,3,0.784788284,4.484249849,5.201092596
fish12,Baseline,39,16,4,1.0,1.334165127,4.717698641
fish12,Baseline,39,16,5,1.0,0.391197284,6.18057177
fish12,Baseline,39,16,6,0.0,12.66065936,7.59566385
fish12,Baseline,40,17,1,0.926742706,3.513724388,4.266668473
fish12,Baseline,40,17,2,0.612888489,-7.081178823,3.913837575
fish12,Baseline,40,17,3,1.0,-2.620400488,5.60492813
fish12,Baseline,40,17,4,0.0,149.0199283,8.258005702
fish12,Baseline,40,17,5,1.0,-0.89468488,4.493344115
fish12,Baseline,40,17,6,1.0,1.538174771,4.233945293
fish12,Baseline,41,18,1,0.532922897,-7.920207307,5.555619768
fish12,Baseline,41,18,2,1.0,1.040885512,2.77040656
fish12,Baseline,41,18,3,1.0,0.475041451,5.555775894
fish12,Baseline,41,18,4,1.0,2.162333933,6.098434393
fish12,Baseline,41,18,5,0.807857666,4.938652604,3.429367466
fish12,Baseline,41,18,6,1.0,0.656342944,2.474553156
fish12,Baseline,42,19,1,0.926370773,3.387847664,5.0955994
fish12,Baseline,42,19,2,0.378770981,-9.473069348,4.593454506
fish12,Baseline,42,19,3,1.0,1.476028541,5.585203838
fish12,Baseline,42,19,4,0.0,113.9096912,21.65222777
fish12,Baseline,42,19,5,0.0,3.867466384,13.91429976
fish12,Baseline,42,19,6,0.480795059,-8.703316897,5.227507736
fish12,Baseline,43,20,1,0.0,12.19224743,5.524282092
fish12,Baseline,43,20,2,0.0,34.77423909,8.671092059
fish12,Baseline,43,20,3,0.0,12.04716883,5.608563772
fish12,Baseline,43,20,4,1.0,-0.22050565,6.833208634
fish12,Baseline,43,20,5,0.0,12.95860846,5.763586215
fish12,Baseline,43,20,6,0.490036163,7.767396516,9.627034031
fish12,Baseline,44,21,1,1.0,2.032646365,3.496307822
fish12,Baseline,44,21,2,0.0,-17.86109649,13.75524555
fish12,Baseline,44,21,3,0.0,17.7935027,7.581974921
fish12,Baseline,44,21,4,0.739908371,-5.731503243,3.033276071
fish12,Baseline,44,21,5,1.0,-2.217863415,6.954915196
fish12,Baseline,44,21,6,0.0,171.1764224,6.6773813
fish12,Baseline,45,22,1,1.0,-1.144571382,4.254878633
fish12,Baseline,45,22,2,1.0,-1.244081712,3.685408705
fish12,Baseline,45,22,3,0.197801743,-10.74982748,4.004258725
fish12,Baseline,45,22,4,0.0,56.26276861,10.50679495
fish12,Baseline,45,22,5,1.0,-2.575394769,3.839244465
fish12,Baseline,45,22,6,1.0,1.520793598,3.963459234
fish12,Baseline,46,23,1,1.0,-0.600864296,2.844885543
fish12,Baseline,46,23,2,0.0,173.8053841,11.48893726
fish12,Baseline,46,23,3,0.591440353,-7.458743112,3.045530023
fish12,Baseline,46,23,4,0.467949066,-8.615808709,3.872614828
fish12,Baseline,46,23,5,0.46714798,8.320355592,3.699397269
fish12,Baseline,46,23,6,0.0,-13.56148683,6.970030621
fish12,Baseline,47,24,1,0.0,-18.97711964,5.583111609
fish12,Baseline,47,24,2,1.0,1.710430142,3.916476361
fish12,Baseline,47,24,3,0.811119232,-5.034117294,3.857885097
fish12,Baseline,47,24,4,0.926313553,-3.732872166,3.178481384
fish12,Baseline,47,24,5,0.008802567,11.84452982,6.112563315
fish12,Baseline,47,24,6,0.96670166,3.169775891,3.594188503
fish12,Baseline,48,25,1,1.0,2.625717458,6.901073801
fish12,Baseline,48,25,2,1.0,-2.106740051,4.673096779
fish12,Baseline,48,25,3,1.0,1.359896557,2.661319919
fish12,Baseline,48,25,4,0.0,-67.66518456,11.32417834
fish12,Baseline,48,25,5,1.0,-0.196226796,2.840009646
fish12,Baseline,48,25,6,0.0,18.95650535,6.259048036
fish12,Rotation,1,26,1,0.0,22.08778995,8.545844884
fish12,Rotation,1,26,2,0.0,25.91484636,6.218485746
fish12,Rotation,1,26,3,0.526256714,8.006699326,3.940790468
fish12,Rotation,1,26,4,0.0,18.18034136,10.93059654
fish12,Rotation,1,26,5,1.0,1.312623144,4.403424961
fish12,Rotation,1,26,6,0.445795212,8.801617034,3.678548203
fish12,Rotation,2,27,1,1.0,1.550085664,4.71807431
fish12,Rotation,2,27,2,0.0,19.87027135,7.469540897
fish12,Rotation,2,27,3,0.0,-117.9424639,18.83550552
fish12,Rotation,2,27,4,0.58436409,7.279105596,3.934278806
fish12,Rotation,2,27,5,0.0,-70.00025763,16.14965754
fish12,Rotation,2,27,6,0.734615479,5.883062593,2.879266735
fish12,Rotation,3,28,1,0.0,-122.0428577,17.28595791
fish12,Rotation,3,28,2,0.74934021,-5.827762476,3.269976236
fish12,Rotation,3,28,3,1.0,1.080340639,3.486262062
fish12,Rotation,3,28,4,0.600710068,-8.164174062,5.292777663
fish12,Rotation,3,28,5,0.756254349,-5.554656917,5.228270308
fish12,Rotation,3,28,6,0.267524872,10.14600031,4.0902547
fish12,Rotation,4,29,1,0.0,-44.9035589,11.65708523
fish12,Rotation,4,29,2,0.0,-104.5690937,10.47245711
fish12,Rotation,4,29,3,0.480537567,7.808164106,5.341410721
fish12,Rotation,4,29,4,0.888404999,3.947011675,3.945729196
fish12,Rotation,4,29,5,0.0,21.47113049,10.38135007
fish12,Rotation,4,29,6,0.830040131,-5.042809699,4.247868293
fish12,Rotation,5,30,1,0.0,-48.09769916,15.86053293
fish12,Rotation,5,30,2,0.681495819,6.494989509,3.367216647
fish12,Rotation,5,30,3,0.808849487,5.299444642,3.861066939
fish12,Rotation,5,30,4,0.0,18.96083986,7.269740034
fish12,Rotation,5,30,5,1.0,0.116854494,3.618167264
fish12,Rotation,5,30,6,0.0,-58.66907243,11.01681062
fish12,Rotation,6,31,1,0.0,14.36341772,6.33821304
fish12,Rotation,6,31,2,0.0,-0.754983079,5.1865885
fish12,Rotation,6,31,3,1.0,-2.833403437,5.163187687
fish12,Rotation,6,31,4,0.914802704,3.753508136,4.15753245
fish12,Rotation,6,31,5,0.803585205,5.160590704,3.137613465
fish12,Rotation,6,31,6,0.137863312,-12.85700518,3.379157111
fish12,Rotation,7,32,1,1.0,2.289102501,5.466467209
fish12,Rotation,7,32,2,0.760421906,5.407361993,4.989195534
fish12,Rotation,7,32,3,1.0,-0.513646374,2.909871855
fish12,Rotation,7,32,4,0.0,13.92894309,5.494477889
fish12,Rotation,7,32,5,1.0,2.118454325,6.946801686
fish12,Rotation,7,32,6,0.0,16.93354065,6.023393342
fish12,Rotation,8,33,1,0.0,-44.21623145,18.23949115
fish12,Rotation,8,33,2,1.0,0.872308327,4.696020849
fish12,Rotation,8,33,3,0.0,-27.58871579,19.29669423
fish12,Rotation,8,33,4,0.0,-136.1789947,26.08470495
fish12,Rotation,8,33,5,0.309248123,-10.81392146,5.101491091
fish12,Rotation,8,33,6,0.0,20.59591341,11.9587748
fish12,Rotation,9,34,1,0.972423706,-3.457181862,9.908073064
fish12,Rotation,9,34,2,0.092477951,12.16102439,6.381674152
fish12,Rotation,9,34,3,0.0,14.49335011,14.25711944
fish12,Rotation,9,34,4,1.0,0.25444611,4.907123556
fish12,Rotation,9,34,5,1.0,0.350554702,11.88850149
fish12,Rotation,9,34,6,0.0,13.04554808,7.106145776
fish12,Rotation,10,35,1,0.198955688,10.15929971,8.450541775
fish12,Rotation,10,35,2,0.0,-116.6392772,17.58148022
fish12,Rotation,10,35,3,0.0,20.63296942,9.17025236
fish12,Rotation,10,35,4,0.70193306,-6.731632784,14.96354477
fish12,Rotation,10,35,5,0.0,21.2232684,11.35363027
fish12,Rotation,10,35,6,0.0,42.25600977,10.25431454
fish12,Rotation,11,36,1,0.919075165,-3.937689395,4.420204065
fish12,Rotation,11,36,2,0.0,-100.8572621,12.64380213
fish12,Rotation,11,36,3,0.0,21.94865961,10.78959087
fish12,Rotation,11,36,4,0.950403366,-3.624736319,4.161629119
fish12,Rotation,11,36,5,1.0,-1.25045582,4.42938424
fish12,Rotation,11,36,6,1.0,-0.392873865,9.7835306
fish12,Rotation,12,37,1,0.780315552,4.922845428,4.402780132
fish12,Rotation,12,37,2,0.0,66.33136576,15.08767857
fish12,Rotation,12,37,3,0.942917023,-3.443481385,13.37646075
fish12,Rotation,12,37,4,0.038223419,11.54285778,5.634553184
fish12,Rotation,12,37,5,0.0,-114.093783,23.22044058
fish12,Rotation,12,37,6,0.0,19.39474326,12.56155515
fish12,Rotation,13,38,1,0.0,35.39442255,11.27717529
fish12,Rotation,13,38,2,0.0,-15.79896536,11.82409275
fish12,Rotation,13,38,3,1.0,1.784371161,3.501346211
fish12,Rotation,13,38,4,1.0,0.760328361,3.837751802
fish12,Rotation,13,38,5,0.0,14.56133368,5.177318347
fish12,Rotation,13,38,6,1.0,1.096128891,8.806573812
fish12,Rotation,14,39,1,0.961189423,-3.462053244,4.822465551
fish12,Rotation,14,39,2,0.0,33.5072689,10.7998123
fish12,Rotation,14,39,3,1.0,-1.201952733,3.089188715
fish12,Rotation,14,39,4,0.0,-131.0408931,18.27241842
fish12,Rotation,14,39,5,0.0,15.86798805,6.163526756
fish12,Rotation,14,39,6,0.0,-107.1237785,12.44820039
fish12,Rotation,15,40,1,1.0,2.545838088,4.101490661
fish12,Rotation,15,40,2,1.0,-0.950756943,10.02519267
fish12,Rotation,15,40,3,0.0,-110.6881941,15.03087788
fish12,Rotation,15,40,4,0.626869354,7.078789573,5.138520637
fish12,Rotation,15,40,5,0.0,15.20136241,7.441971636
fish12,Rotation,15,40,6,1.0,-0.104203675,8.275724472
fish12,Washout,1,41,1,0.0,-15.9527926,12.75824829
fish12,Washout,1,41,2,0.894022141,4.116316859,5.399477698
fish12,Washout,1,41,3,0.808572922,4.555559624,7.379207879
fish12,Washout,1,41,4,0.0,25.93806682,16.0096993
fish12,Washout,1,41,5,0.129795227,-12.43321636,6.000365735
fish12,Washout,1,41,6,0.0,-149.6541093,16.58023426
fish12,Washout,2,42,1,0.0,-115.6207049,17.60048651
fish12,Washout,2,42,2,0.853901062,-4.455044266,4.243808889
fish12,Washout,2,42,3,0.0,-49.58502416,12.35344143
fish12,Washout,2,42,4,0.029487762,-12.87826764,11.31510919
fish12,Washout,2,42,5,0.16173378,-11.534531,3.882544562
fish12,Washout,2,42,6,0.602417145,-6.880734944,5.341382732
fish12,Washout,3,43,1,0.964899216,-3.588421704,4.146586031
fish12,Washout,3,43,2,0.529012833,-7.903214218,7.592222027
fish12,Washout,3,43,3,0.0,-17.86195431,11.99631876
fish12,Washout,3,43,4,0.0,-13.65311894,9.91102036
fish12,Washout,3,43,5,0.075082932,11.20549432,8.160968881
fish12,Washout,3,43,6,0.885315094,4.261440486,4.632868117
fish12,Washout,4,44,1,0.807914886,-5.549687144,4.258678252
fish12,Washout,4,44,2,0.265093002,-10.93759944,3.934429223
fish12,Washout,4,44,3,0.0,-16.51532717,7.911957087
fish12,Washout,4,44,4,0.0,-14.41986931,9.610255697
fish12,Washout,4,44,5,1.0,-2.147068087,5.006714211
fish12,Washout,4,44,6,0.0,-117.3110087,14.06580832
fish12,Washout,5,45,1,0.773248825,-5.655147335,2.990133497
fish12,Washout,5,45,2,0.716333542,-6.085481665,2.666548617
fish12,Washout,5,45,3,1.0,-3.022396903,4.395837631
fish12,Washout,5,45,4,0.0,-20.691551,7.248286121
fish12,Washout,5,45,5,0.0,179.3832043,15.29155434
fish12,Washout,5,45,6,0.839567337,-4.954688574,3.111818224
fish12,Washout,6,46,1,0.0,-96.99333642,20.15754037
fish12,Washout,6,46,2,0.0,-113.1157544,19.20450038
fish12,Washout,6,46,3,0.853748474,-4.894619809,4.077184996
fish12,Washout,6,46,4,1.0,-2.626329555,7.646410711
fish12,Washout,6,46,5,0.815897141,-5.227431154,2.750644214
fish12,Washout,6,46,6,0.142059479,-13.07684045,14.69990707
fish12,Washout,7,47,1,0.952167664,-3.613033213,4.974513739
fish12,Washout,7,47,2,0.541944656,-8.027834431,4.444313379
fish12,Washout,7,47,3,0.0,-14.22305197,11.63813326
fish12,Washout,7,47,4,0.0,-26.49051117,13.18109965
fish12,Washout,7,47,5,0.856294785,-4.648329533,2.820185327
fish12,Washout,7,47,6,0.840864334,4.620016888,5.437313342
fish12,Washout,8,48,1,1.0,0.267785758,2.947479848
fish12,Washout,8,48,2,1.0,-1.982409678,2.428312584
fish12,Washout,8,48,3,0.0,-39.76932141,12.67983496
fish12,Washout,8,48,4,0.328064117,-10.46722701,5.198897883
fish12,Washout,8,48,5,0.0,-14.17708735,8.010356034
fish12,Washout,8,48,6,0.0,-57.68086143,16.8066666
fish12,Washout,9,49,1,0.484542999,-9.028451559,5.913074775
fish12,Washout,9,49,2,0.0,-24.16274719,11.6672005
fish12,Washout,9,49,3,0.825634155,-5.283511174,3.318060423
fish12,Washout,9,49,4,0.0,-145.1336306,20.24036991
fish12,Washout,9,49,5,0.0,-140.3047446,17.54489701
fish12,Washout,9,49,6,0.0,-51.33901194,17.36413497
fish12,Washout,10,50,1,0.781917725,-5.334280177,5.91121522
fish12,Washout,10,50,2,0.0,-7.965271887,10.59364099
fish12,Washout,10,50,3,0.746956024,-6.006644227,2.776926666
fish12,Washout,10,50,4,0.934105072,-3.918049247,3.522732511
fish12,Washout,10,50,5,0.622348938,-6.782862438,2.699344351
fish12,Washout,10,50,6,1.0,-2.876161977,7.379150121
fish12,ReRotation,1,51,1,0.0,19.09796293,17.01575869
fish12,ReRotation,1,51,2,0.0,15.02676478,8.668455692
fish12,ReRotation,1,51,3,0.0,13.99110163,11.52809364
fish12,ReRotation,1,51,4,0.0,-81.88561563,19.97101644
fish12,ReRotation,1,51,5,0.0,27.07403424,12.11258968
fish12,ReRotation,1,51,6,0.395593796,8.708969254,11.94793501
fish12,ReRotation,2,52,1,0.739450607,5.661255686,10.63163978
fish12,ReRotation,2,52,2,0.993757401,-3.211289811,6.910780492
fish12,ReRotation,2,52,3,0.0,15.68607791,6.798373268
fish12,ReRotation,2,52,4,0.0,22.60172638,9.239656541
fish12,ReRotation,2,52,5,0.0,17.82975825,7.1176362
fish12,ReRotation,2,52,6,0.0,22.63595682,11.91230294
fish12,ReRotation,3,53,1,0.580320511,7.1936117,8.508066513
fish12,ReRotation,3,53,2,0.625076447,6.855154283,4.350132028
fish12,ReRotation,3,53,3,0.125103149,11.9353384,8.244089681
fish12,ReRotation,3,53,4,0.0,15.26510006,14.7625693
fish12,ReRotation,3,53,5,0.62088028,6.808800203,6.084716284
fish12,ReRotation,3,53,6,0.0,-119.8794507,18.24454353
fish12,ReRotation,4,54,1,0.0,-117.8976135,20.47606089
fish12,ReRotation,4,54,2,0.346231613,9.656888358,6.543382784
fish12,ReRotation,4,54,3,0.484237823,8.141297993,4.509016895
fish12,ReRotation,4,54,4,0.876989517,-4.831926869,7.02252537
fish12,ReRotation,4,54,5,1.0,1.583600156,5.820182339
fish12,ReRotation,4,54,6,0.895528946,-4.567704288,9.177839918
fish12,ReRotation,5,55,1,0.882272873,4.31319892,5.466307559
fish12,ReRotation,5,55,2,0.0,25.8428926,18.28997777
fish12,ReRotation,5,55,3,0.0,-145.0985962,20.15414063
fish12,ReRotation,5,55,4,0.0,13.67527244,8.112902645
fish12,ReRotation,5,55,5,0.527534637,7.539751635,7.261454133
fish12,ReRotation,5,55,6,0.153789673,11.3365139,7.228280287
fish12,ReRotation,6,56,1,0.0,22.10117655,7.244247212
fish12,ReRotation,6,56,2,0.010833893,11.91944977,5.585617128
fish12,ReRotation,6,56,3,0.0,-111.0584576,16.57130789
fish12,ReRotation,6,56,4,0.742387924,-6.240195379,4.017003278
fish12,ReRotation,6,56,5,1.0,0.015898324,6.881856063
fish12,ReRotation,6,56,6,1.0,1.163276107,3.453012815
fish12,ReRotation,7,57,1,1.0,0.082057787,3.558877288
fish12,ReRotation,7,57,2,0.990724716,-3.368168834,3.480860806
fish12,ReRotation,7,57,3,0.0,-35.26727145,7.476757131
fish12,ReRotation,7,57,4,0.0,19.34267228,16.43359799
fish12,ReRotation,7,57,5,0.264616165,10.1089527,7.356962504
fish12,ReRotation,7,57,6,0.443420563,-9.163795965,5.628912856
fish12,ReRotation,8,58,1,0.0,-58.76333572,19.85425713
fish12,ReRotation,8,58,2,0.483713303,8.047355604,3.19429174
fish12,ReRotation,8,58,3,1.0,1.689950337,4.371972207
fish12,ReRotation,8,58,4,0.998087082,3.114500378,10.64482449
fish12,ReRotation,8,58,5,0.01336113,12.95181671,4.197327646
fish12,ReRotation,8,58,6,0.759544525,-5.972479472,5.725819722
fish12,ReRotation,9,59,1,1.0,0.687332696,3.619414132
fish12,ReRotation,9,59,2,1.0,-0.682364832,6.869050391
fish12,ReRotation,9,59,3,0.95001236,-4.004008425,4.531469292
fish12,ReRotation,9,59,4,1.0,-2.33313378,5.949095389
fish12,ReRotation,9,59,5,0.383339081,-9.737571252,5.623330485
fish12,ReRotation,9,59,6,0.716533813,5.926731239,3.176176352
fish12,ReRotation,10,60,1,0.267982635,-11.24016993,7.815041652
fish12,ReRotation,10,60,2,0.0,-119.475742,29.49816646
fish12,ReRotation,10,60,3,0.0,-118.0590288,30.08715567
fish12,ReRotation,10,60,4,0.0,8.257164549,18.87105686
fish12,ReRotation,10,60,5,0.0,141.7231357,30.03259435
fish12,ReRotation,10,60,6,0.424251709,8.333113475,4.902998201
fish12,ReRotation,11,61,1,0.969019089,3.494655544,7.739172926
fish12,ReRotation,11,61,2,0.547418747,-8.59216314,4.484167984
fish12,ReRotation,11,61,3,0.6346418,7.27295482,3.77819106
fish12,ReRotation,11,61,4,1.0,0.903407588,3.457200329
fish12,ReRotation,11,61,5,0.0,-4.44692584,4.13787975
fish12,ReRotation,11,61,6,0.766573105,-5.797160592,6.070998942
fish12,ReRotation,12,62,1,0.963134918,-3.461843225,5.898630461
fish12,ReRotation,12,62,2,0.420770798,8.662613386,3.557271145
fish12,ReRotation,12,62,3,0.784282837,-5.563532943,3.08759299
fish12,ReRotation,12,62,4,1.0,-0.303758268,5.068353737
fish12,ReRotation,12,62,5,0.0,-121.3211559,20.23169438
fish12,ReRotation,12,62,6,0.774593506,5.440641862,3.930487479
fish12,ReRotation,13,63,1,1.0,-2.761260811,4.845037169
fish12,ReRotation,13,63,2,0.0,-21.08542726,13.48622014
fish12,ReRotation,13,63,3,1.0,-0.353592099,7.557658877
fish12,ReRotation,13,63,4,1.0,0.550798361,3.959057666
fish12,ReRotation,13,63,5,0.630331192,-7.012588347,7.263584504
fish12,ReRotation,13,63,6,0.801601563,5.231354418,3.380676263
fish12,ReRotation,14,64,1,0.884294662,-4.480203144,3.990276939
fish12,ReRotation,14,64,2,0.0,-12.18348253,8.125489929
fish12,ReRotation,14,64,3,1.0,-2.403815094,5.101937278
fish12,ReRotation,14,64,4,0.0,-118.8431762,19.26942474
fish12,ReRotation,14,64,5,0.758438263,5.475281456,5.354539505
fish12,ReRotation,14,64,6,0.0,-73.86978155,17.66762306
fish12,ReRotation,15,65,1,0.920725021,-3.996467064,2.993017357
fish12,ReRotation,15,65,2,0.657968674,-6.994431622,4.744789332
fish12,ReRotation,15,65,3,0.972576294,-3.396757922,3.820202057
fish12,ReRotation,15,65,4,0.784940872,-5.724770975,7.126171192
fish12,ReRotation,15,65,5,0.997162018,-3.145524274,4.293094608
fish12,ReRotation,15,65,6,0.999107513,-3.427380355,3.506149389
fish12,ReWashout,1,66,1,0.189819489,-11.61379145,5.974391668
fish12,ReWashout,1,66,2,0.0,-17.58507319,6.955101968
fish12,ReWashout,1,66,3,0.0,-58.47573975,15.51456609
fish12,ReWashout,1,66,4,0.0,-85.72530424,10.88505019
fish12,ReWashout,1,66,5,0.445385132,-9.95310792,3.838099183
fish12,ReWashout,1,66,6,0.367689285,-9.514693662,3.817610263
fish12,ReWashout,2,67,1,0.678072128,-6.749881345,3.429847723
fish12,ReWashout,2,67,2,0.514774475,-8.470371671,4.373975391
fish12,ReWashout,2,67,3,0.350418243,-10.4555506,3.532392753
fish12,ReWashout,2,67,4,1.0,2.404338595,7.660732488
fish12,ReWashout,2,67,5,0.98201767,-3.448327462,4.394256818
fish12,ReWashout,2,67,6,0.606727753,-7.555699059,7.605542736
fish12,ReWashout,3,68,1,0.0,-158.2334025,18.77775532
fish12,ReWashout,3,68,2,0.388565216,-10.61619864,6.914462069
fish12,ReWashout,3,68,3,1.0,-2.055476259,7.041205456
